"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url"
"414",2023,"Barcelona","La Liga","opponent",29,38,647,385,332,250,65,321,717,44.8,396,423,139,284,369,1016,746,17,"https://fbref.com/en/squads/206d90db/2022-2023/Barcelona-Stats"
"415",2023,"Bayern Munich","Bundesliga","team",28,34,623,387,263,258,102,287,538,53.3,251,381,77,304,287,910,477,19,"https://fbref.com/en/squads/054efa67/2022-2023/Bayern-Munich-Stats"
"416",2023,"Bayern Munich","Bundesliga","opponent",28,34,716,417,342,301,73,362,828,43.7,466,442,159,283,414,1130,711,12,"https://fbref.com/en/squads/054efa67/2022-2023/Bayern-Munich-Stats"
"417",2023,"Betis","La Liga","team",30,38,665,421,373,238,54,338,701,48.2,363,411,112,299,364,1029,857,7,"https://fbref.com/en/squads/fc536746/2022-2023/Real-Betis-Stats"
"418",2023,"Betis","La Liga","opponent",30,38,664,417,303,268,93,311,676,46,365,437,95,342,324,988,584,9,"https://fbref.com/en/squads/fc536746/2022-2023/Real-Betis-Stats"
"419",2023,"Bochum","Bundesliga","team",26,34,626,386,301,247,78,310,635,48.8,325,402,118,284,337,963,776,13,"https://fbref.com/en/squads/b42c6323/2022-2023/Bochum-Stats"
"420",2023,"Bochum","Bundesliga","opponent",26,34,453,286,213,180,60,195,370,52.7,175,346,102,244,282,735,739,8,"https://fbref.com/en/squads/b42c6323/2022-2023/Bochum-Stats"
"421",2023,"Bologna","Serie A","team",27,38,648,373,310,255,83,297,618,48.1,321,414,131,283,302,950,652,7,"https://fbref.com/en/squads/1d8099f8/2022-2023/Bologna-Stats"
"422",2023,"Bologna","Serie A","opponent",27,38,548,325,255,220,73,243,508,47.8,265,455,117,338,320,868,571,10,"https://fbref.com/en/squads/1d8099f8/2022-2023/Bologna-Stats"
"423",2023,"Bournemouth","Premier League","team",31,38,618,371,316,249,53,256,614,41.7,358,499,170,329,353,971,1027,11,"https://fbref.com/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats"
"424",2023,"Bournemouth","Premier League","opponent",31,38,711,426,318,271,122,344,673,51.1,329,404,96,308,279,990,563,13,"https://fbref.com/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats"
"425",2023,"Brentford","Premier League","team",25,38,588,338,271,228,89,253,597,42.4,344,456,168,288,341,929,822,14,"https://fbref.com/en/squads/cd051869/2022-2023/Brentford-Stats"
"426",2023,"Brentford","Premier League","opponent",25,38,584,330,276,221,87,248,515,48.2,267,354,86,268,290,874,822,11,"https://fbref.com/en/squads/cd051869/2022-2023/Brentford-Stats"
"427",2023,"Brest","Ligue 1","team",29,38,705,417,348,289,68,356,740,48.1,384,435,115,320,475,1180,686,13,"https://fbref.com/en/squads/fb08dbb3/2022-2023/Brest-Stats"
"428",2023,"Brest","Ligue 1","opponent",29,38,623,370,307,234,82,301,571,52.7,270,396,95,301,368,991,655,11,"https://fbref.com/en/squads/fb08dbb3/2022-2023/Brest-Stats"
"429",2023,"Brighton","Premier League","team",29,38,616,340,270,242,104,266,561,47.4,295,392,104,288,303,919,432,15,"https://fbref.com/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats"
"430",2023,"Brighton","Premier League","opponent",29,38,603,350,312,220,71,279,624,44.7,345,505,160,345,417,1020,777,25,"https://fbref.com/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats"
"431",2023,"Celta Vigo","La Liga","team",26,38,664,413,319,269,76,295,676,43.6,381,393,84,309,368,1032,666,5,"https://fbref.com/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats"
"432",2023,"Celta Vigo","La Liga","opponent",26,38,593,356,314,204,75,295,618,47.7,323,369,121,248,394,987,681,9,"https://fbref.com/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats"
"433",2023,"Chelsea","Premier League","team",32,38,740,445,363,267,110,333,656,50.8,323,466,108,358,341,1081,661,21,"https://fbref.com/en/squads/cff3d9bb/2022-2023/Chelsea-Stats"
"434",2023,"Chelsea","Premier League","opponent",32,38,733,429,373,260,100,352,732,48.1,380,474,145,329,374,1107,792,10,"https://fbref.com/en/squads/cff3d9bb/2022-2023/Chelsea-Stats"
"435",2023,"Clermont Foot","Ligue 1","team",28,38,685,398,350,250,85,351,779,45.1,428,424,126,298,440,1125,571,17,"https://fbref.com/en/squads/d9676424/2022-2023/Clermont-Foot-Stats"
"436",2023,"Clermont Foot","Ligue 1","opponent",28,38,647,366,237,295,115,309,659,46.9,350,432,97,335,432,1079,548,12,"https://fbref.com/en/squads/d9676424/2022-2023/Clermont-Foot-Stats"
"437",2023,"Cremonese","Serie A","team",33,38,704,400,403,228,73,364,729,49.9,365,432,136,296,393,1097,771,13,"https://fbref.com/en/squads/9aad3a77/2022-2023/Cremonese-Stats"
"438",2023,"Cremonese","Serie A","opponent",33,38,548,331,253,216,79,251,488,51.4,237,384,120,264,307,855,706,13,"https://fbref.com/en/squads/9aad3a77/2022-2023/Cremonese-Stats"
"439",2023,"Crystal Palace","Premier League","team",26,38,690,421,354,246,90,281,532,52.8,251,463,119,344,359,1049,807,7,"https://fbref.com/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats"
"440",2023,"Crystal Palace","Premier League","opponent",26,38,771,436,370,299,102,314,681,46.1,367,449,136,313,366,1137,659,13,"https://fbref.com/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats"
"441",2023,"Cádiz","La Liga","team",38,38,623,410,358,205,60,320,671,47.7,351,425,128,297,270,893,853,13,"https://fbref.com/en/squads/ee7c297c/2022-2023/Cadiz-Stats"
"442",2023,"Cádiz","La Liga","opponent",38,38,603,374,255,249,99,249,495,50.3,246,347,87,260,242,845,727,10,"https://fbref.com/en/squads/ee7c297c/2022-2023/Cadiz-Stats"
"443",2023,"Dortmund","Bundesliga","team",30,34,580,334,246,241,93,287,551,52.1,264,382,95,287,298,878,491,9,"https://fbref.com/en/squads/add600ae/2022-2023/Dortmund-Stats"
"444",2023,"Dortmund","Bundesliga","opponent",30,34,722,439,367,277,78,366,781,46.9,415,462,124,338,339,1061,727,11,"https://fbref.com/en/squads/add600ae/2022-2023/Dortmund-Stats"
"445",2023,"Eint Frankfurt","Bundesliga","team",28,34,562,357,244,248,70,265,585,45.3,320,415,88,327,284,846,687,5,"https://fbref.com/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats"
"446",2023,"Eint Frankfurt","Bundesliga","opponent",28,34,624,360,311,242,71,331,623,53.1,292,432,101,331,377,1001,734,9,"https://fbref.com/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats"
"447",2023,"Elche","La Liga","team",32,38,633,363,367,212,54,280,603,46.4,323,413,131,282,323,956,766,13,"https://fbref.com/en/squads/6c8b07df/2022-2023/Elche-Stats"
"448",2023,"Elche","La Liga","opponent",32,38,656,402,293,265,98,311,653,47.6,342,418,97,321,288,944,698,9,"https://fbref.com/en/squads/6c8b07df/2022-2023/Elche-Stats"
"449",2023,"Empoli","Serie A","team",32,38,606,364,316,218,72,254,538,47.2,284,449,183,266,280,886,910,4,"https://fbref.com/en/squads/a3d88bd8/2022-2023/Empoli-Stats"
"450",2023,"Empoli","Serie A","opponent",32,38,683,387,316,265,102,311,624,49.8,313,457,130,327,330,1013,632,8,"https://fbref.com/en/squads/a3d88bd8/2022-2023/Empoli-Stats"
"451",2023,"Espanyol","La Liga","team",33,38,652,379,330,239,83,301,600,50.2,299,416,134,282,338,990,788,9,"https://fbref.com/en/squads/a8661628/2022-2023/Espanyol-Stats"
"452",2023,"Espanyol","La Liga","opponent",33,38,505,326,239,220,46,260,517,50.3,257,328,100,228,238,743,822,10,"https://fbref.com/en/squads/a8661628/2022-2023/Espanyol-Stats"
"453",2023,"Everton","Premier League","team",28,38,708,424,362,257,89,309,619,49.9,310,510,180,330,390,1098,874,17,"https://fbref.com/en/squads/d3fd31cc/2022-2023/Everton-Stats"
"454",2023,"Everton","Premier League","opponent",28,38,596,365,270,258,68,296,606,48.8,310,384,122,262,275,871,727,14,"https://fbref.com/en/squads/d3fd31cc/2022-2023/Everton-Stats"
"455",2023,"Fiorentina","Serie A","team",30,38,581,337,232,260,89,282,531,53.1,249,356,84,272,260,841,473,11,"https://fbref.com/en/squads/421387cf/2022-2023/Fiorentina-Stats"
"456",2023,"Fiorentina","Serie A","opponent",30,38,618,339,338,227,53,273,596,45.8,323,448,176,272,331,949,844,12,"https://fbref.com/en/squads/421387cf/2022-2023/Fiorentina-Stats"
"457",2023,"Freiburg","Bundesliga","team",27,34,498,289,223,211,64,207,451,45.9,244,375,106,269,325,823,612,10,"https://fbref.com/en/squads/a486e511/2022-2023/Freiburg-Stats"
"458",2023,"Freiburg","Bundesliga","opponent",27,34,440,243,217,168,55,200,415,48.2,215,363,97,266,287,727,679,11,"https://fbref.com/en/squads/a486e511/2022-2023/Freiburg-Stats"
"459",2023,"Fulham","Premier League","team",29,38,625,350,295,229,101,299,588,50.9,289,455,125,330,340,965,749,15,"https://fbref.com/en/squads/fd962109/2022-2023/Fulham-Stats"
"460",2023,"Fulham","Premier League","opponent",29,38,617,363,280,258,79,238,519,45.9,281,447,116,331,340,957,754,9,"https://fbref.com/en/squads/fd962109/2022-2023/Fulham-Stats"
"461",2023,"Getafe","La Liga","team",25,38,541,339,282,199,60,285,619,46,334,404,113,291,320,861,794,10,"https://fbref.com/en/squads/7848bd64/2022-2023/Getafe-Stats"
"462",2023,"Getafe","La Liga","opponent",25,38,457,290,211,190,56,189,406,46.6,217,378,95,283,300,757,723,14,"https://fbref.com/en/squads/7848bd64/2022-2023/Getafe-Stats"
"463",2023,"Girona","La Liga","team",29,38,551,321,271,213,67,244,532,45.9,288,379,111,268,266,817,662,20,"https://fbref.com/en/squads/9024a00a/2022-2023/Girona-Stats"
"464",2023,"Girona","La Liga","opponent",29,38,641,415,289,265,87,311,652,47.7,341,359,78,281,304,945,659,10,"https://fbref.com/en/squads/9024a00a/2022-2023/Girona-Stats"
"465",2023,"Gladbach","Bundesliga","team",27,34,497,275,274,171,52,267,536,49.8,269,405,104,301,267,764,728,7,"https://fbref.com/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats"
"466",2023,"Gladbach","Bundesliga","opponent",27,34,530,316,198,249,83,226,466,48.5,240,444,89,355,336,866,487,13,"https://fbref.com/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats"
"467",2023,"Hellas Verona","Serie A","team",36,38,605,357,319,228,58,296,562,52.7,266,445,143,302,337,942,745,12,"https://fbref.com/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats"
"468",2023,"Hellas Verona","Serie A","opponent",36,38,604,346,304,231,69,275,549,50.1,274,378,105,273,272,876,694,4,"https://fbref.com/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats"
"469",2023,"Hertha BSC","Bundesliga","team",32,34,576,344,307,215,54,251,521,48.2,270,416,132,284,366,942,797,8,"https://fbref.com/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats"
"470",2023,"Hertha BSC","Bundesliga","opponent",32,34,617,384,272,278,67,316,639,49.5,323,350,93,257,299,916,645,9,"https://fbref.com/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats"
"471",2023,"Hoffenheim","Bundesliga","team",31,34,543,323,254,231,58,236,474,49.8,238,428,119,309,285,828,665,8,"https://fbref.com/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats"
"472",2023,"Hoffenheim","Bundesliga","opponent",31,34,526,316,281,189,56,268,517,51.8,249,386,98,288,314,840,606,8,"https://fbref.com/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats"
"473",2023,"Inter","Serie A","team",25,38,572,325,247,241,84,258,523,49.3,265,385,110,275,315,887,541,7,"https://fbref.com/en/squads/d609edc0/2022-2023/Internazionale-Stats"
"474",2023,"Inter","Serie A","opponent",25,38,461,262,213,183,65,200,416,48.1,216,373,149,224,330,791,802,10,"https://fbref.com/en/squads/d609edc0/2022-2023/Internazionale-Stats"
"475",2023,"Juventus","Serie A","team",29,38,594,352,296,219,79,288,558,51.6,270,421,131,290,307,901,704,10,"https://fbref.com/en/squads/e0652b02/2022-2023/Juventus-Stats"
"476",2023,"Juventus","Serie A","opponent",29,38,605,349,281,238,86,255,546,46.7,291,387,132,255,362,967,702,9,"https://fbref.com/en/squads/e0652b02/2022-2023/Juventus-Stats"
"477",2023,"Köln","Bundesliga","team",27,34,615,370,287,263,65,310,666,46.5,356,423,99,324,372,987,716,5,"https://fbref.com/en/squads/bc357bf7/2022-2023/Koln-Stats"
"478",2023,"Köln","Bundesliga","opponent",27,34,523,305,242,228,53,236,462,51.1,226,447,114,333,287,810,786,6,"https://fbref.com/en/squads/bc357bf7/2022-2023/Koln-Stats"
"479",2023,"Lazio","Serie A","team",24,38,582,349,261,234,87,277,625,44.3,348,437,126,311,310,892,606,8,"https://fbref.com/en/squads/7213da33/2022-2023/Lazio-Stats"
"480",2023,"Lazio","Serie A","opponent",24,38,529,301,219,242,68,239,524,45.6,285,405,107,298,329,858,537,15,"https://fbref.com/en/squads/7213da33/2022-2023/Lazio-Stats"
"481",2023,"Lecce","Serie A","team",29,38,705,427,347,259,99,319,619,51.5,300,486,112,374,368,1073,826,4,"https://fbref.com/en/squads/ffcbe334/2022-2023/Lecce-Stats"
"482",2023,"Lecce","Serie A","opponent",29,38,574,327,305,211,58,245,485,50.5,240,374,117,257,306,880,691,7,"https://fbref.com/en/squads/ffcbe334/2022-2023/Lecce-Stats"
"483",2023,"Leeds United","Premier League","team",29,38,840,480,376,343,121,412,870,47.4,458,536,131,405,392,1232,734,18,"https://fbref.com/en/squads/5bfb9659/2022-2023/Leeds-United-Stats"
"484",2023,"Leeds United","Premier League","opponent",29,38,749,427,379,292,78,328,597,54.9,269,509,140,369,391,1140,740,13,"https://fbref.com/en/squads/5bfb9659/2022-2023/Leeds-United-Stats"
"485",2023,"Leicester City","Premier League","team",28,38,699,412,345,291,63,308,677,45.5,369,517,170,347,367,1066,777,12,"https://fbref.com/en/squads/a2d435b3/2022-2023/Leicester-City-Stats"
"486",2023,"Leicester City","Premier League","opponent",28,38,558,336,263,217,78,245,539,45.5,294,475,112,363,339,897,600,16,"https://fbref.com/en/squads/a2d435b3/2022-2023/Leicester-City-Stats"
"487",2023,"Lens","Ligue 1","team",29,38,540,323,225,238,77,262,570,46,308,401,112,289,339,879,559,7,"https://fbref.com/en/squads/fd4e0f7d/2022-2023/Lens-Stats"
"488",2023,"Lens","Ligue 1","opponent",29,38,557,315,255,220,82,255,581,43.9,326,376,106,270,409,966,746,16,"https://fbref.com/en/squads/fd4e0f7d/2022-2023/Lens-Stats"
"489",2023,"Leverkusen","Bundesliga","team",27,34,494,280,242,206,46,236,421,56.1,185,358,99,259,294,788,599,12,"https://fbref.com/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats"
"490",2023,"Leverkusen","Bundesliga","opponent",27,34,595,326,232,263,100,268,620,43.2,352,388,109,279,334,929,527,7,"https://fbref.com/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats"
"491",2023,"Lille","Ligue 1","team",26,38,635,370,266,265,104,314,658,47.7,344,390,74,316,301,936,543,13,"https://fbref.com/en/squads/cb188c0c/2022-2023/Lille-Stats"
"492",2023,"Lille","Ligue 1","opponent",26,38,728,414,368,279,81,330,730,45.2,400,499,144,355,404,1132,682,14,"https://fbref.com/en/squads/cb188c0c/2022-2023/Lille-Stats"
"493",2023,"Liverpool","Premier League","team",28,38,590,370,228,250,112,281,651,43.2,370,350,74,276,333,923,568,20,"https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats"
"494",2023,"Liverpool","Premier League","opponent",28,38,693,391,368,254,71,281,604,46.5,323,501,164,337,410,1103,995,23,"https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats"
"495",2023,"Lorient","Ligue 1","team",30,38,736,420,409,244,83,315,690,45.7,375,484,141,343,369,1105,849,17,"https://fbref.com/en/squads/d2c87802/2022-2023/Lorient-Stats"
"496",2023,"Lorient","Ligue 1","opponent",30,38,720,433,329,272,119,388,794,48.9,406,425,115,310,395,1115,518,12,"https://fbref.com/en/squads/d2c87802/2022-2023/Lorient-Stats"
"497",2023,"Lyon","Ligue 1","team",29,38,723,423,306,282,135,367,771,47.6,404,433,107,326,481,1204,542,12,"https://fbref.com/en/squads/d53c0b06/2022-2023/Lyon-Stats"
"498",2023,"Lyon","Ligue 1","opponent",29,38,772,438,409,276,87,401,799,50.2,398,500,146,354,482,1254,738,15,"https://fbref.com/en/squads/d53c0b06/2022-2023/Lyon-Stats"
"499",2023,"Mainz 05","Bundesliga","team",27,34,547,341,268,206,73,270,559,48.3,289,419,98,321,433,980,673,9,"https://fbref.com/en/squads/a224b06a/2022-2023/Mainz-05-Stats"
"500",2023,"Mainz 05","Bundesliga","opponent",27,34,471,298,228,189,54,220,444,49.5,224,411,102,309,296,767,789,17,"https://fbref.com/en/squads/a224b06a/2022-2023/Mainz-05-Stats"
"501",2023,"Mallorca","La Liga","team",31,38,583,344,318,213,52,283,581,48.7,298,402,146,256,318,901,859,7,"https://fbref.com/en/squads/2aa12281/2022-2023/Mallorca-Stats"
"502",2023,"Mallorca","La Liga","opponent",31,38,500,296,202,217,81,198,491,40.3,293,333,82,251,231,731,621,8,"https://fbref.com/en/squads/2aa12281/2022-2023/Mallorca-Stats"
"503",2023,"Manchester City","Premier League","team",24,38,471,272,185,198,88,212,462,45.9,250,339,95,244,223,694,402,9,"https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats"
"504",2023,"Manchester City","Premier League","opponent",24,38,537,298,305,183,49,239,575,41.6,336,457,163,294,327,864,818,17,"https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats"
"505",2023,"Manchester Utd","Premier League","team",26,38,657,400,343,231,83,300,600,50,300,496,146,350,352,1009,771,11,"https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats"
"506",2023,"Manchester Utd","Premier League","opponent",26,38,631,361,312,226,93,338,655,51.6,317,554,165,389,415,1046,616,14,"https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats"
"507",2023,"Marseille","Ligue 1","team",30,38,685,404,271,304,110,301,593,50.8,292,366,101,265,420,1105,570,11,"https://fbref.com/en/squads/5725cc7b/2022-2023/Marseille-Stats"
"508",2023,"Marseille","Ligue 1","opponent",30,38,680,389,352,258,70,320,677,47.3,357,460,150,310,454,1134,734,12,"https://fbref.com/en/squads/5725cc7b/2022-2023/Marseille-Stats"
"509",2023,"Milan","Serie A","team",30,38,690,422,327,295,68,300,563,53.3,263,387,126,261,289,979,542,9,"https://fbref.com/en/squads/dc56fe14/2022-2023/Milan-Stats"
"510",2023,"Milan","Serie A","opponent",30,38,644,381,345,235,64,324,692,46.8,368,421,140,281,335,979,788,13,"https://fbref.com/en/squads/dc56fe14/2022-2023/Milan-Stats"
"511",2023,"Monaco","Ligue 1","team",27,38,696,400,284,310,102,323,701,46.1,378,459,120,339,426,1122,549,14,"https://fbref.com/en/squads/fd6114db/2022-2023/Monaco-Stats"
"512",2023,"Monaco","Ligue 1","opponent",27,38,628,353,302,250,76,283,601,47.1,318,415,100,315,434,1062,707,13,"https://fbref.com/en/squads/fd6114db/2022-2023/Monaco-Stats"
"513",2023,"Montpellier","Ligue 1","team",31,38,684,413,362,249,73,361,745,48.5,384,448,121,327,404,1088,686,9,"https://fbref.com/en/squads/281b0e73/2022-2023/Montpellier-Stats"
"514",2023,"Montpellier","Ligue 1","opponent",31,38,683,400,330,260,93,321,659,48.7,338,368,104,264,411,1094,684,13,"https://fbref.com/en/squads/281b0e73/2022-2023/Montpellier-Stats"
"515",2023,"Monza","Serie A","team",31,38,595,355,323,214,58,260,551,47.2,291,380,120,260,334,929,661,13,"https://fbref.com/en/squads/21680aa4/2022-2023/Monza-Stats"
"516",2023,"Monza","Serie A","opponent",31,38,546,323,222,235,89,237,519,45.7,282,377,105,272,316,862,555,6,"https://fbref.com/en/squads/21680aa4/2022-2023/Monza-Stats"
"517",2023,"Nantes","Ligue 1","team",29,38,709,431,367,249,93,367,730,50.3,363,427,107,320,431,1140,731,8,"https://fbref.com/en/squads/d7a486cd/2022-2023/Nantes-Stats"
"518",2023,"Nantes","Ligue 1","opponent",29,38,683,415,367,245,71,333,711,46.8,378,372,109,263,336,1019,738,13,"https://fbref.com/en/squads/d7a486cd/2022-2023/Nantes-Stats"
"519",2023,"Napoli","Serie A","team",27,38,569,313,236,227,106,255,521,48.9,266,374,96,278,287,856,490,7,"https://fbref.com/en/squads/d48ad4ff/2022-2023/Napoli-Stats"
"520",2023,"Napoli","Serie A","opponent",27,38,700,406,403,226,71,361,698,51.7,337,436,161,275,331,1031,726,14,"https://fbref.com/en/squads/d48ad4ff/2022-2023/Napoli-Stats"
"521",2023,"Newcastle Utd","Premier League","team",27,38,607,360,268,254,85,307,642,47.8,335,448,116,332,333,940,680,10,"https://fbref.com/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats"
"522",2023,"Newcastle Utd","Premier League","opponent",27,38,685,421,356,260,69,322,672,47.9,350,488,167,321,341,1026,854,12,"https://fbref.com/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats"
"523",2023,"Nice","Ligue 1","team",34,38,818,467,415,295,108,382,680,56.2,298,419,115,304,413,1231,588,9,"https://fbref.com/en/squads/132ebc33/2022-2023/Nice-Stats"
"524",2023,"Nice","Ligue 1","opponent",34,38,714,417,327,263,124,330,750,44,420,436,118,318,370,1084,627,13,"https://fbref.com/en/squads/132ebc33/2022-2023/Nice-Stats"
"525",2023,"Nott'ham Forest","Premier League","team",33,38,659,387,380,201,78,296,589,50.3,293,500,156,344,349,1008,944,7,"https://fbref.com/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats"
"526",2023,"Nott'ham Forest","Premier League","opponent",33,38,509,301,197,210,102,234,492,47.6,258,355,88,267,286,795,646,16,"https://fbref.com/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats"
"527",2023,"Osasuna","La Liga","team",26,38,534,328,256,196,82,266,588,45.2,322,392,97,295,315,849,749,10,"https://fbref.com/en/squads/03c57e2b/2022-2023/Osasuna-Stats"
"528",2023,"Osasuna","La Liga","opponent",26,38,563,332,318,195,50,247,560,44.1,313,381,93,288,311,874,797,7,"https://fbref.com/en/squads/03c57e2b/2022-2023/Osasuna-Stats"
"529",2023,"Paris S-G","Ligue 1","team",26,38,612,362,253,255,104,339,693,48.9,354,378,109,269,296,908,432,20,"https://fbref.com/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats"
"530",2023,"Paris S-G","Ligue 1","opponent",26,38,815,486,420,280,115,423,877,48.2,454,486,134,352,437,1252,536,8,"https://fbref.com/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats"
"531",2023,"RB Leipzig","Bundesliga","team",25,34,534,312,237,231,66,253,512,49.4,259,428,94,334,310,844,552,3,"https://fbref.com/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats"
"532",2023,"RB Leipzig","Bundesliga","opponent",25,34,586,342,290,234,62,270,615,43.9,345,484,120,364,407,993,586,10,"https://fbref.com/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats"
"533",2023,"Rayo Vallecano","La Liga","team",28,38,636,393,262,276,98,281,664,42.3,383,428,92,336,309,945,680,11,"https://fbref.com/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats"
"534",2023,"Rayo Vallecano","La Liga","opponent",28,38,664,391,317,278,69,290,586,49.5,296,416,133,283,345,1009,810,10,"https://fbref.com/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats"
"535",2023,"Real Madrid","La Liga","team",26,38,542,353,242,212,88,259,565,45.8,306,365,105,260,296,838,469,5,"https://fbref.com/en/squads/53a2f082/2022-2023/Real-Madrid-Stats"
"536",2023,"Real Madrid","La Liga","opponent",26,38,676,407,377,218,81,379,854,44.4,475,492,175,317,331,1007,678,8,"https://fbref.com/en/squads/53a2f082/2022-2023/Real-Madrid-Stats"
"537",2023,"Real Sociedad","La Liga","team",30,38,660,395,304,254,102,285,613,46.5,328,399,103,296,271,931,624,13,"https://fbref.com/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats"
"538",2023,"Real Sociedad","La Liga","opponent",30,38,661,403,341,237,83,293,600,48.8,307,402,110,292,325,986,613,15,"https://fbref.com/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats"
"539",2023,"Reims","Ligue 1","team",34,38,703,407,338,259,106,339,747,45.4,408,468,127,341,397,1100,633,15,"https://fbref.com/en/squads/7fdd64e0/2022-2023/Reims-Stats"
"540",2023,"Reims","Ligue 1","opponent",34,38,749,440,358,290,101,370,717,51.6,347,430,124,306,482,1231,683,12,"https://fbref.com/en/squads/7fdd64e0/2022-2023/Reims-Stats"
"541",2023,"Rennes","Ligue 1","team",32,38,600,335,255,251,94,289,616,46.9,327,392,91,301,341,941,587,10,"https://fbref.com/en/squads/b3072e00/2022-2023/Rennes-Stats"
"542",2023,"Rennes","Ligue 1","opponent",32,38,645,376,357,239,49,308,718,42.9,410,454,140,314,406,1051,587,11,"https://fbref.com/en/squads/b3072e00/2022-2023/Rennes-Stats"
"543",2023,"Roma","Serie A","team",30,38,624,340,301,257,66,289,617,46.8,328,392,113,279,368,992,590,9,"https://fbref.com/en/squads/cf74a709/2022-2023/Roma-Stats"
"544",2023,"Roma","Serie A","opponent",30,38,633,388,303,253,77,315,589,53.5,274,399,138,261,290,923,621,11,"https://fbref.com/en/squads/cf74a709/2022-2023/Roma-Stats"
"545",2023,"Salernitana","Serie A","team",30,38,587,337,309,220,58,259,569,45.5,310,409,157,252,329,916,740,13,"https://fbref.com/en/squads/c5577084/2022-2023/Salernitana-Stats"
"546",2023,"Salernitana","Serie A","opponent",30,38,564,331,225,257,82,261,525,49.7,264,372,96,276,299,863,564,8,"https://fbref.com/en/squads/c5577084/2022-2023/Salernitana-Stats"
"547",2023,"Sampdoria","Serie A","team",40,38,589,351,290,240,59,261,558,46.8,297,428,152,276,317,906,688,7,"https://fbref.com/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats"
"548",2023,"Sampdoria","Serie A","opponent",40,38,557,354,244,234,79,222,482,46.1,260,431,99,332,317,874,649,5,"https://fbref.com/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats"
"549",2023,"Sassuolo","Serie A","team",31,38,502,281,237,186,79,216,461,46.9,245,371,122,249,278,780,658,16,"https://fbref.com/en/squads/e2befd26/2022-2023/Sassuolo-Stats"
"550",2023,"Sassuolo","Serie A","opponent",31,38,634,360,319,244,71,270,569,47.5,299,426,124,302,306,940,625,10,"https://fbref.com/en/squads/e2befd26/2022-2023/Sassuolo-Stats"
"551",2023,"Schalke 04","Bundesliga","team",35,34,542,329,240,246,56,253,551,45.9,298,397,110,287,306,848,723,12,"https://fbref.com/en/squads/c539e393/2022-2023/Schalke-04-Stats"
"552",2023,"Schalke 04","Bundesliga","opponent",35,34,523,316,222,241,60,249,447,55.7,198,394,108,286,262,785,840,2,"https://fbref.com/en/squads/c539e393/2022-2023/Schalke-04-Stats"
"553",2023,"Sevilla","La Liga","team",35,38,587,367,261,230,96,281,591,47.5,310,361,127,234,339,926,633,9,"https://fbref.com/en/squads/ad2be733/2022-2023/Sevilla-Stats"
