"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Url"
"490",2023,"Leverkusen","Bundesliga","opponent",27,34,13329,16950,78.6,242909,88868,5702,6537,87.2,5954,6929,85.9,1388,2613,53.1,29,28.8,35.3,0.2,280,973,246,60,1254,"https://fbref.com/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats"
"491",2023,"Lille","Ligue 1","team",26,38,19266,22826,84.4,325045,109059,8924,9956,89.6,8012,8981,89.2,1622,2635,61.6,40,46.4,52.2,-6.4,421,1602,398,61,1982,"https://fbref.com/en/squads/cb188c0c/2022-2023/Lille-Stats"
"492",2023,"Lille","Ligue 1","opponent",26,38,11379,14925,76.2,213337,81858,4639,5526,83.9,4879,5774,84.5,1472,2750,53.5,26,27.8,23.7,-1.8,231,792,188,48,1060,"https://fbref.com/en/squads/cb188c0c/2022-2023/Lille-Stats"
"493",2023,"Liverpool","Premier League","team",28,38,20043,24361,82.3,352929,120466,9023,10114,89.2,8561,9758,87.7,1962,3283,59.8,58,55.6,52.3,2.4,458,1615,452,85,1992,"https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats"
"494",2023,"Liverpool","Premier League","opponent",28,38,11949,15970,74.8,211445,82709,5604,6558,85.5,4725,5743,82.3,1275,2707,47.1,32,37.8,27.6,-5.8,283,908,232,58,1101,"https://fbref.com/en/squads/822bd0ba/2022-2023/Liverpool-Stats"
"495",2023,"Lorient","Ligue 1","team",30,38,14837,18087,82,248618,91944,6810,7694,88.5,6246,7147,87.4,1173,2192,53.5,32,29.4,26.5,2.6,295,994,240,38,1329,"https://fbref.com/en/squads/d2c87802/2022-2023/Lorient-Stats"
"496",2023,"Lorient","Ligue 1","opponent",30,38,17282,20818,83,307503,103678,7326,8278,88.5,7631,8640,88.3,1755,2811,62.4,36,43,51,-7,418,1665,417,127,2065,"https://fbref.com/en/squads/d2c87802/2022-2023/Lorient-Stats"
"497",2023,"Lyon","Ligue 1","team",29,38,18956,22698,83.5,326617,110346,8477,9572,88.6,8134,9170,88.7,1688,2738,61.7,45,45.1,54.5,-0.1,393,1575,381,76,1883,"https://fbref.com/en/squads/d53c0b06/2022-2023/Lyon-Stats"
"498",2023,"Lyon","Ligue 1","opponent",29,38,12929,16553,78.1,227858,88246,5805,6841,84.9,5207,6194,84.1,1407,2509,56.1,24,34.1,30.1,-10.1,316,979,258,62,1277,"https://fbref.com/en/squads/d53c0b06/2022-2023/Lyon-Stats"
"499",2023,"Mainz 05","Bundesliga","team",27,34,10075,14492,69.5,186572,81107,4418,5434,81.3,4059,5270,77,1293,2828,45.7,35,30,33.8,5,278,872,270,80,1155,"https://fbref.com/en/squads/a224b06a/2022-2023/Mainz-05-Stats"
"500",2023,"Mainz 05","Bundesliga","opponent",27,34,13921,18210,76.4,261007,96394,5658,6728,84.1,6359,7558,84.1,1650,3051,54.1,42,39,38.1,3,331,1135,254,76,1279,"https://fbref.com/en/squads/a224b06a/2022-2023/Mainz-05-Stats"
"501",2023,"Mallorca","La Liga","team",31,38,10451,14261,73.3,199896,84037,4575,5313,86.1,4184,5157,81.1,1424,2932,48.6,27,26.5,23.1,0.5,252,815,182,69,948,"https://fbref.com/en/squads/2aa12281/2022-2023/Mallorca-Stats"
"502",2023,"Mallorca","La Liga","opponent",31,38,16934,20763,81.6,294260,97924,7875,8733,90.2,7059,8172,86.4,1588,2872,55.3,31,31.8,35.9,-0.8,378,1539,332,115,1706,"https://fbref.com/en/squads/2aa12281/2022-2023/Mallorca-Stats"
"503",2023,"Manchester City","Premier League","team",24,38,23263,26642,87.3,396454,114920,11020,11888,92.7,9848,10836,90.9,1932,2849,67.8,69,57.5,57.6,11.5,464,1770,445,75,2073,"https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats"
"504",2023,"Manchester City","Premier League","opponent",24,38,11294,14441,78.2,202141,74164,5050,5740,88,4772,5482,87,1161,2406,48.3,21,23.8,19.9,-2.8,214,651,196,53,860,"https://fbref.com/en/squads/b8fd03ef/2022-2023/Manchester-City-Stats"
"505",2023,"Manchester Utd","Premier League","team",26,38,16603,20525,80.9,276625,97026,8273,9294,89,6359,7306,87,1438,2651,54.2,42,52.2,44.6,-10.2,478,1268,398,57,1595,"https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats"
"506",2023,"Manchester Utd","Premier League","opponent",26,38,13767,17675,77.9,240301,90072,6443,7404,87,5597,6630,84.4,1365,2622,52.1,28,37.4,34.9,-9.4,357,952,301,78,1355,"https://fbref.com/en/squads/19538871/2022-2023/Manchester-United-Stats"
"507",2023,"Marseille","Ligue 1","team",30,38,16817,20689,81.3,300757,97471,7113,8165,87.1,7385,8560,86.3,1744,2795,62.4,38,47,47.7,-9,397,1555,443,98,1919,"https://fbref.com/en/squads/5725cc7b/2022-2023/Marseille-Stats"
"508",2023,"Marseille","Ligue 1","opponent",30,38,12111,15822,76.5,215956,86731,5348,6281,85.1,4904,5954,82.4,1384,2689,51.5,22,30.2,29.9,-8.2,316,913,213,59,1146,"https://fbref.com/en/squads/5725cc7b/2022-2023/Marseille-Stats"
"509",2023,"Milan","Serie A","team",30,38,15948,19734,80.8,289152,100822,6781,7765,87.3,6974,7961,87.6,1800,2995,60.1,49,46,39.2,3,416,1165,359,88,1584,"https://fbref.com/en/squads/dc56fe14/2022-2023/Milan-Stats"
"510",2023,"Milan","Serie A","opponent",30,38,12205,15832,77.1,212581,85792,5812,6649,87.4,4641,5621,82.6,1349,2581,52.3,32,31,25.9,1,326,906,246,64,1168,"https://fbref.com/en/squads/dc56fe14/2022-2023/Milan-Stats"
"511",2023,"Monaco","Ligue 1","team",27,38,14414,18378,78.4,263795,99640,5987,7079,84.6,6203,7320,84.7,1718,2930,58.6,47,42.2,41.9,4.8,358,1373,374,59,1820,"https://fbref.com/en/squads/fd6114db/2022-2023/Monaco-Stats"
"512",2023,"Monaco","Ligue 1","opponent",27,38,16087,19832,81.1,281112,102172,7090,8107,87.5,6926,7977,86.8,1535,2708,56.7,40,38.2,36.8,1.8,395,1111,285,63,1518,"https://fbref.com/en/squads/fd6114db/2022-2023/Monaco-Stats"
"513",2023,"Montpellier","Ligue 1","team",31,38,12420,16221,76.6,223908,86793,5391,6416,84,4978,5904,84.3,1511,2866,52.7,41,34.3,29.5,6.7,310,906,215,60,1250,"https://fbref.com/en/squads/281b0e73/2022-2023/Montpellier-Stats"
"514",2023,"Montpellier","Ligue 1","opponent",31,38,15637,19336,80.9,277919,101551,6811,7878,86.5,6556,7608,86.2,1698,2802,60.6,42,39.4,45.9,2.6,371,1403,329,76,1799,"https://fbref.com/en/squads/281b0e73/2022-2023/Montpellier-Stats"
"515",2023,"Monza","Serie A","team",31,38,17198,20724,83,308969,105210,7443,8250,90.2,7577,8569,88.4,1777,2898,61.3,31,33.8,28.7,-2.8,312,1154,278,71,1362,"https://fbref.com/en/squads/21680aa4/2022-2023/Monza-Stats"
"516",2023,"Monza","Serie A","opponent",31,38,13250,16713,79.3,238725,90981,5915,6743,87.7,5352,6296,85,1602,2737,58.5,32,38,34,-6,380,1085,326,89,1449,"https://fbref.com/en/squads/21680aa4/2022-2023/Monza-Stats"
"517",2023,"Nantes","Ligue 1","team",29,38,13283,17169,77.4,249004,92349,5334,6308,84.6,5788,6906,83.8,1710,3062,55.8,27,31.8,29.8,-4.8,330,1217,248,103,1565,"https://fbref.com/en/squads/d7a486cd/2022-2023/Nantes-Stats"
"518",2023,"Nantes","Ligue 1","opponent",29,38,16588,20454,81.1,287994,108656,7440,8476,87.8,6976,8088,86.3,1533,2744,55.9,29,34.5,35.9,-5.5,333,1400,329,60,1771,"https://fbref.com/en/squads/d7a486cd/2022-2023/Nantes-Stats"
"519",2023,"Napoli","Serie A","team",27,38,21086,24473,86.2,349837,113047,10412,11275,92.3,8149,9116,89.4,1839,2748,66.9,57,46.8,42.9,10.2,490,1638,411,89,1804,"https://fbref.com/en/squads/d48ad4ff/2022-2023/Napoli-Stats"
"520",2023,"Napoli","Serie A","opponent",27,38,11634,15077,77.2,205352,78029,5405,6156,87.8,4729,5618,84.2,1189,2442,48.7,18,24.6,23,-6.6,280,769,235,66,1013,"https://fbref.com/en/squads/d48ad4ff/2022-2023/Napoli-Stats"
"521",2023,"Newcastle Utd","Premier League","team",27,38,13925,17837,78.1,246297,90893,6433,7370,87.3,5580,6605,84.5,1523,2774,54.9,42,51.8,45,-9.8,435,1083,403,64,1618,"https://fbref.com/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats"
"522",2023,"Newcastle Utd","Premier League","opponent",27,38,12444,16389,75.9,219793,81214,5805,6626,87.6,5082,6095,83.4,1271,2745,46.3,23,29.6,28.1,-6.6,301,961,230,56,1201,"https://fbref.com/en/squads/b2b47a98/2022-2023/Newcastle-United-Stats"
"523",2023,"Nice","Ligue 1","team",34,38,17325,20784,83.4,302310,104293,7763,8659,89.7,7395,8322,88.9,1612,2744,58.7,32,39.3,36.2,-7.3,389,1195,294,81,1534,"https://fbref.com/en/squads/132ebc33/2022-2023/Nice-Stats"
"524",2023,"Nice","Ligue 1","opponent",34,38,16263,19624,82.9,291870,99767,6919,7842,88.2,7060,7965,88.6,1739,2781,62.5,25,32.7,35.8,-7.7,342,1279,302,80,1606,"https://fbref.com/en/squads/132ebc33/2022-2023/Nice-Stats"
"525",2023,"Nott'ham Forest","Premier League","team",33,38,9543,13606,70.1,177315,72656,4046,4952,81.7,4071,5126,79.4,1187,2708,43.8,22,26.3,20.5,-4.3,246,660,172,50,859,"https://fbref.com/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats"
"526",2023,"Nott'ham Forest","Premier League","opponent",33,38,18444,22551,81.8,315466,104797,8568,9564,89.6,7833,8956,87.5,1577,2845,55.4,45,45,42.5,0,438,1523,392,80,1904,"https://fbref.com/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats"
"527",2023,"Osasuna","La Liga","team",26,38,12725,16835,75.6,242236,95597,5565,6377,87.3,5130,6255,82,1759,3323,52.9,30,28.4,31.7,1.6,322,1140,271,114,1356,"https://fbref.com/en/squads/03c57e2b/2022-2023/Osasuna-Stats"
"528",2023,"Osasuna","La Liga","opponent",26,38,14139,18199,77.7,256353,94725,6318,7230,87.4,5956,7018,84.9,1573,2988,52.6,29,34.8,34.3,-5.8,326,1049,277,77,1371,"https://fbref.com/en/squads/03c57e2b/2022-2023/Osasuna-Stats"
"529",2023,"Paris S-G","Ligue 1","team",26,38,23694,26476,89.5,370887,117063,12058,13038,92.5,8984,9684,92.8,1551,2115,73.3,62,56.8,67.8,5.2,435,1901,479,46,2029,"https://fbref.com/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats"
"530",2023,"Paris S-G","Ligue 1","opponent",26,38,14354,17091,84,244568,86215,6671,7410,90,5773,6493,88.9,1352,2215,61,27,34.7,31.4,-7.7,335,1087,261,63,1316,"https://fbref.com/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats"
"531",2023,"RB Leipzig","Bundesliga","team",25,34,16911,20529,82.4,297606,99659,7461,8392,88.9,7606,8572,88.7,1511,2537,59.6,39,43.2,48.2,-4.2,376,1237,320,53,1450,"https://fbref.com/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats"
"532",2023,"RB Leipzig","Bundesliga","opponent",25,34,11163,14800,75.4,208081,81496,4585,5447,84.2,4874,5804,84,1395,2609,53.5,23,23.5,26.1,-0.5,220,763,217,60,1009,"https://fbref.com/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats"
"533",2023,"Rayo Vallecano","La Liga","team",28,38,13497,17666,76.4,251321,91899,5811,6629,87.7,5654,6716,84.2,1717,3329,51.6,29,30,29.7,-1,386,1247,269,102,1390,"https://fbref.com/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats"
"534",2023,"Rayo Vallecano","La Liga","opponent",28,38,12926,17027,75.9,231723,93838,6099,6948,87.8,4988,6083,82,1497,2986,50.1,34,36.8,30.9,-2.8,330,963,252,70,1231,"https://fbref.com/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats"
"535",2023,"Real Madrid","La Liga","team",26,38,22082,25012,88.3,357586,113878,11462,12245,93.6,8069,8810,91.6,1812,2595,69.8,56,56.8,56.6,-0.8,522,1880,384,50,2017,"https://fbref.com/en/squads/53a2f082/2022-2023/Real-Madrid-Stats"
"536",2023,"Real Madrid","La Liga","opponent",26,38,13004,15986,81.3,225607,85520,6326,6960,90.9,4976,5716,87.1,1292,2373,54.4,21,27.8,26.3,-6.8,317,1013,248,63,1189,"https://fbref.com/en/squads/53a2f082/2022-2023/Real-Madrid-Stats"
"537",2023,"Real Sociedad","La Liga","team",30,38,15324,19134,80.1,269422,96159,6955,7910,87.9,6451,7502,86,1505,2659,56.6,36,39.7,36.4,-3.7,346,1145,290,65,1483,"https://fbref.com/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats"
"538",2023,"Real Sociedad","La Liga","opponent",30,38,12130,16093,75.4,216970,81534,5571,6377,87.4,4694,5669,82.8,1456,3002,48.5,26,24.8,26.4,1.2,300,873,222,78,1025,"https://fbref.com/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats"
"539",2023,"Reims","Ligue 1","team",34,38,13670,17565,77.8,255023,95219,5346,6462,82.7,6288,7422,84.7,1634,2771,59,31,43.4,41.1,-12.4,383,1234,323,87,1717,"https://fbref.com/en/squads/7fdd64e0/2022-2023/Reims-Stats"
"540",2023,"Reims","Ligue 1","opponent",34,38,14671,18644,78.7,263748,100475,6424,7416,86.6,6003,7130,84.2,1687,3001,56.2,28,40.4,41.1,-12.4,356,1244,344,91,1588,"https://fbref.com/en/squads/7fdd64e0/2022-2023/Reims-Stats"
"541",2023,"Rennes","Ligue 1","team",32,38,17618,21193,83.1,329357,104782,6547,7582,86.3,8678,9724,89.2,1943,2973,65.4,47,45.4,45.9,1.6,396,1422,378,75,1922,"https://fbref.com/en/squads/b3072e00/2022-2023/Rennes-Stats"
"542",2023,"Rennes","Ligue 1","opponent",32,38,13332,17037,78.3,237044,82521,5855,6813,85.9,5535,6497,85.2,1442,2724,52.9,27,30.4,31.4,-3.4,286,1007,240,67,1323,"https://fbref.com/en/squads/b3072e00/2022-2023/Rennes-Stats"
"543",2023,"Roma","Serie A","team",30,38,14171,17814,79.5,257681,88761,6089,6899,88.3,6074,7077,85.8,1659,2915,56.9,33,39.1,33.4,-6.1,368,960,261,56,1217,"https://fbref.com/en/squads/cf74a709/2022-2023/Roma-Stats"
"544",2023,"Roma","Serie A","opponent",30,38,15388,19029,80.9,273127,94749,6807,7696,88.4,6604,7609,86.8,1582,2803,56.4,26,21.9,19.4,4.1,296,1133,201,60,1362,"https://fbref.com/en/squads/cf74a709/2022-2023/Roma-Stats"
"545",2023,"Salernitana","Serie A","team",30,38,12667,16508,76.7,223947,85787,5739,6539,87.8,5160,6153,83.9,1342,2755,48.7,34,26.9,20.8,7.1,280,845,209,70,1089,"https://fbref.com/en/squads/c5577084/2022-2023/Salernitana-Stats"
"546",2023,"Salernitana","Serie A","opponent",30,38,16535,20352,81.2,291866,99799,7385,8294,89,7107,8175,86.9,1654,2900,57,40,44.7,37.3,-4.7,445,1291,371,85,1624,"https://fbref.com/en/squads/c5577084/2022-2023/Salernitana-Stats"
"547",2023,"Sampdoria","Serie A","team",40,38,12606,16575,76.1,231539,88820,5369,6223,86.3,5427,6538,83,1489,2830,52.6,18,24.4,25.1,-6.4,272,886,241,74,1126,"https://fbref.com/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats"
"548",2023,"Sampdoria","Serie A","opponent",40,38,15794,19629,80.5,277239,99370,7152,8055,88.8,6539,7575,86.3,1632,2881,56.6,53,47.6,39.8,5.4,449,1206,376,98,1603,"https://fbref.com/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats"
"549",2023,"Sassuolo","Serie A","team",31,38,14805,18306,80.9,269825,99100,6480,7323,88.5,6109,7036,86.8,1835,2980,61.6,30,36.1,31.5,-6.1,371,1092,328,82,1565,"https://fbref.com/en/squads/e2befd26/2022-2023/Sassuolo-Stats"
"550",2023,"Sassuolo","Serie A","opponent",31,38,15353,18941,81.1,277380,98492,6716,7463,90,6573,7529,87.3,1663,2915,57,44,38.7,30.4,5.3,369,1068,315,100,1349,"https://fbref.com/en/squads/e2befd26/2022-2023/Sassuolo-Stats"
"551",2023,"Schalke 04","Bundesliga","team",35,34,9234,13360,69.1,182759,80288,3511,4414,79.5,4162,5223,79.7,1331,2803,47.5,24,28.7,31.4,-4.7,282,698,250,110,934,"https://fbref.com/en/squads/c539e393/2022-2023/Schalke-04-Stats"
"552",2023,"Schalke 04","Bundesliga","opponent",35,34,12030,16016,75.1,223346,88735,5050,6046,83.5,5243,6326,82.9,1432,2742,52.2,50,40.7,43.7,9.3,376,947,311,78,1240,"https://fbref.com/en/squads/c539e393/2022-2023/Schalke-04-Stats"
"553",2023,"Sevilla","La Liga","team",35,38,15379,19193,80.1,273953,95369,7106,7918,89.7,6324,7354,86,1599,2958,54.1,31,32,34,-1,341,1230,302,95,1513,"https://fbref.com/en/squads/ad2be733/2022-2023/Sevilla-Stats"
"554",2023,"Sevilla","La Liga","opponent",35,38,13660,17319,78.9,246669,89019,6107,6903,88.5,5592,6545,85.4,1572,2903,54.2,40,42,34.1,-2,397,1136,274,101,1275,"https://fbref.com/en/squads/ad2be733/2022-2023/Sevilla-Stats"
"555",2023,"Southampton","Premier League","team",36,38,12319,16391,75.2,211636,79814,5972,6925,86.2,4830,5823,82.9,1170,2625,44.6,25,28.1,26,-3.1,302,938,239,71,1125,"https://fbref.com/en/squads/33c895d4/2022-2023/Southampton-Stats"
"556",2023,"Southampton","Premier League","opponent",36,38,16376,20617,79.4,288473,104529,7450,8538,87.3,6901,8048,85.7,1618,2893,55.9,55,46.2,39.7,8.8,388,1334,389,88,1735,"https://fbref.com/en/squads/33c895d4/2022-2023/Southampton-Stats"
"557",2023,"Spezia","Serie A","team",34,38,12399,16501,75.1,215537,84262,5772,6701,86.1,4973,6020,82.6,1235,2696,45.8,18,29.3,26.8,-11.3,289,928,267,84,1163,"https://fbref.com/en/squads/68449f6d/2022-2023/Spezia-Stats"
"558",2023,"Spezia","Serie A","opponent",34,38,14451,18557,77.9,262276,95389,6199,7221,85.8,6169,7259,85,1659,2991,55.5,41,43.2,38.9,-2.2,448,1031,325,88,1440,"https://fbref.com/en/squads/68449f6d/2022-2023/Spezia-Stats"
"559",2023,"Strasbourg","Ligue 1","team",29,38,13337,17277,77.2,243280,88687,5565,6548,85,5799,6916,83.8,1518,2902,52.3,28,32.1,39.2,-4.1,324,1110,313,97,1351,"https://fbref.com/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats"
"560",2023,"Strasbourg","Ligue 1","opponent",29,38,16499,20557,80.3,297866,101764,6936,8068,86,7068,8198,86.2,1867,3126,59.7,34,34.9,34.2,-0.9,297,1218,258,68,1478,"https://fbref.com/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats"
"561",2023,"Stuttgart","Bundesliga","team",30,34,13460,16987,79.2,253792,92829,5463,6341,86.2,6101,7070,86.3,1637,2756,59.4,34,38.1,38.2,-4.1,361,970,260,78,1278,"https://fbref.com/en/squads/598bc722/2022-2023/Stuttgart-Stats"
"562",2023,"Stuttgart","Bundesliga","opponent",30,34,13193,16923,78,237955,87003,5549,6350,87.4,5894,6951,84.8,1340,2609,51.4,39,32.1,35.3,6.9,285,980,266,66,1226,"https://fbref.com/en/squads/598bc722/2022-2023/Stuttgart-Stats"
"563",2023,"Torino","Serie A","team",28,38,15376,19336,79.5,275969,93628,6788,7659,88.6,6681,7680,87,1502,2948,50.9,34,35,30.1,-1,375,1159,274,89,1328,"https://fbref.com/en/squads/105360fe/2022-2023/Torino-Stats"
"564",2023,"Torino","Serie A","opponent",28,38,12945,17004,76.1,234230,92299,5705,6603,86.4,5320,6442,82.6,1530,3025,50.6,28,28.2,24.4,-0.2,324,932,241,74,1100,"https://fbref.com/en/squads/105360fe/2022-2023/Torino-Stats"
"565",2023,"Tottenham","Premier League","team",29,38,15972,19672,81.2,277567,92695,7333,8180,89.6,6707,7682,87.3,1499,2669,56.2,46,43,34,3,386,1071,323,104,1449,"https://fbref.com/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats"
"566",2023,"Tottenham","Premier League","opponent",29,38,16079,19765,81.4,276348,90926,7658,8556,89.5,6515,7425,87.7,1511,2800,54,45,36.3,34.3,8.7,400,1359,300,77,1516,"https://fbref.com/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats"
"567",2023,"Toulouse","Ligue 1","team",29,38,15392,19236,80,275031,102525,6715,7800,86.1,6477,7508,86.3,1671,2815,59.4,33,35.8,34.8,-2.8,329,1259,297,59,1737,"https://fbref.com/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats"
"568",2023,"Toulouse","Ligue 1","opponent",29,38,14701,18410,79.9,260807,95421,6323,7311,86.5,6381,7396,86.3,1481,2706,54.7,31,37.5,38.9,-6.5,387,1302,333,74,1597,"https://fbref.com/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats"
"569",2023,"Troyes","Ligue 1","team",32,38,12751,16193,78.7,226331,85483,5580,6477,86.2,5447,6399,85.1,1278,2441,52.4,26,27.9,24.6,-1.9,303,941,206,63,1235,"https://fbref.com/en/squads/54195385/2022-2023/Troyes-Stats"
"570",2023,"Troyes","Ligue 1","opponent",32,38,18477,22021,83.9,329374,109110,7717,8709,88.6,8320,9343,89.1,1823,2862,63.7,51,54.5,59.6,-3.5,461,1575,457,111,2004,"https://fbref.com/en/squads/54195385/2022-2023/Troyes-Stats"
"571",2023,"Udinese","Serie A","team",30,38,13391,16790,79.8,246847,93352,5689,6485,87.7,5719,6627,86.3,1624,2751,59,41,37.8,33.3,3.2,384,1009,295,70,1354,"https://fbref.com/en/squads/04eea015/2022-2023/Udinese-Stats"
"572",2023,"Udinese","Serie A","opponent",30,38,14910,18518,80.5,265354,93482,6731,7585,88.7,6024,6967,86.5,1712,2866,59.7,32,36.5,33.1,-4.5,331,1105,284,82,1462,"https://fbref.com/en/squads/04eea015/2022-2023/Udinese-Stats"
"573",2023,"Union Berlin","Bundesliga","team",28,34,10312,14418,71.5,197596,82612,4140,5021,82.5,4555,5629,80.9,1359,2892,47,38,25.9,30.5,12.1,272,878,255,115,1012,"https://fbref.com/en/squads/7a41008f/2022-2023/Union-Berlin-Stats"
"574",2023,"Union Berlin","Bundesliga","opponent",28,34,14887,18818,79.1,270421,94604,6145,7072,86.9,6786,7869,86.2,1576,2908,54.2,26,30.5,36,-4.5,276,1053,237,65,1334,"https://fbref.com/en/squads/7a41008f/2022-2023/Union-Berlin-Stats"
"575",2023,"Valencia","La Liga","team",28,38,13592,17492,77.7,240816,86465,6320,7184,88,5505,6588,83.6,1420,2753,51.6,23,32.5,35.8,-9.5,355,1155,302,111,1472,"https://fbref.com/en/squads/dcc91a7b/2022-2023/Valencia-Stats"
"576",2023,"Valencia","La Liga","opponent",28,38,12580,16357,76.9,229406,88530,5588,6399,87.3,5099,6072,84,1540,2918,52.8,34,32.3,32.3,1.7,289,986,232,51,1225,"https://fbref.com/en/squads/dcc91a7b/2022-2023/Valencia-Stats"
"577",2023,"Valladolid","La Liga","team",36,38,12627,16425,76.9,238766,87767,5273,6049,87.2,5251,6199,84.7,1734,3141,55.2,24,28.4,24.4,-4.4,324,969,223,92,1244,"https://fbref.com/en/squads/17859612/2022-2023/Valladolid-Stats"
"578",2023,"Valladolid","La Liga","opponent",36,38,13635,17448,78.1,239805,96442,6612,7546,87.6,5113,6088,84,1511,2794,54.1,46,46.7,43,-0.7,455,1184,346,94,1486,"https://fbref.com/en/squads/17859612/2022-2023/Valladolid-Stats"
"579",2023,"Villarreal","La Liga","team",32,38,16634,19862,83.7,295552,101196,7381,8147,90.6,7101,7924,89.6,1743,2737,63.7,33,43.2,38.3,-10.2,374,1304,349,52,1622,"https://fbref.com/en/squads/2a8183b3/2022-2023/Villarreal-Stats"
"580",2023,"Villarreal","La Liga","opponent",32,38,12047,15331,78.6,217557,84062,5567,6240,89.2,4683,5572,84,1447,2598,55.7,29,35.7,30.5,-6.7,343,969,278,84,1242,"https://fbref.com/en/squads/2a8183b3/2022-2023/Villarreal-Stats"
"581",2023,"Werder Bremen","Bundesliga","team",25,34,12443,16554,75.2,236998,93050,5048,6006,84,5399,6523,82.8,1688,3071,55,37,29,34.6,8,274,922,274,66,1140,"https://fbref.com/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats"
"582",2023,"Werder Bremen","Bundesliga","opponent",25,34,12977,17033,76.2,232376,91048,5659,6643,85.2,5592,6660,84,1365,2711,50.4,50,38.4,41.3,11.6,342,997,285,74,1303,"https://fbref.com/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats"
"583",2023,"West Ham","Premier League","team",25,38,12369,16357,75.6,219013,84296,5883,6778,86.8,4784,5831,82,1383,2753,50.2,25,32.7,26.8,-7.7,340,990,212,80,1274,"https://fbref.com/en/squads/7c21e445/2022-2023/West-Ham-United-Stats"
"584",2023,"West Ham","Premier League","opponent",25,38,18872,22778,82.9,315928,105899,9153,10097,90.7,7696,8790,87.6,1503,2780,54.1,42,39.8,34.7,2.2,369,1408,336,67,1721,"https://fbref.com/en/squads/7c21e445/2022-2023/West-Ham-United-Stats"
"585",2023,"Wolfsburg","Bundesliga","team",28,34,12571,16129,77.9,245765,94282,4610,5453,84.5,6097,7016,86.9,1638,2876,57,44,39.2,40.4,4.8,303,1009,272,67,1306,"https://fbref.com/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats"
"586",2023,"Wolfsburg","Bundesliga","opponent",28,34,12117,15835,76.5,227907,90058,5145,5983,86,5099,6080,83.9,1571,2818,55.7,33,36.3,42.8,-3.3,332,942,259,69,1157,"https://fbref.com/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats"
"587",2023,"Wolves","Premier League","team",32,38,14554,18294,79.6,264071,87310,6350,7195,88.3,6306,7257,86.9,1574,2890,54.5,12,25.4,21,-13.4,294,1110,252,71,1343,"https://fbref.com/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats"
"588",2023,"Wolves","Premier League","opponent",32,38,14585,18284,79.8,254508,93552,6776,7682,88.2,6056,7032,86.1,1388,2572,54,44,44.2,39.7,-0.2,399,1205,346,82,1596,"https://fbref.com/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats"
"589",2024,"Alavés","La Liga","team",30,38,10091,14116,71.5,191648,83394,4443,5283,84.1,4011,5052,79.4,1375,2889,47.6,28,32.4,30.6,-4.4,341,937,273,105,1260,"https://fbref.com/en/squads/8d6fd021/2023-2024/Alaves-Stats"
"590",2024,"Alavés","La Liga","opponent",30,38,16352,20256,80.7,284862,101637,7545,8460,89.2,6916,7981,86.7,1491,2870,52,29,29.8,34.6,-0.8,346,1223,282,76,1502,"https://fbref.com/en/squads/8d6fd021/2023-2024/Alaves-Stats"
"591",2024,"Almería","La Liga","team",35,38,12774,16540,77.2,228494,85956,5654,6480,87.3,5476,6405,85.5,1322,2747,48.1,25,34.2,24.6,-9.2,349,870,212,86,1097,"https://fbref.com/en/squads/78ecf4bb/2023-2024/Almeria-Stats"
