"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"1",2021,"Alavés","La Liga","Fernando Pacheco","ESP","GK","28",1992,38,37,3349,37.2,57,1.53,141,84,61.7,9,11,17,9,24.3,3,3,0,0,0,"https://fbref.com/en/players/97852360/Fernando-Pacheco"
"2",2021,"Alavés","La Liga","Antonio Sivera","ESP","GK","23",1996,1,1,71,0.8,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9970da54/Antonio-Sivera"
"3",2021,"Angers","Ligue 1","Paul Bernardoni","FRA","GK","23",1997,38,38,3420,38,58,1.53,139,82,63.3,12,8,18,9,23.7,8,7,1,0,12.5,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni"
"4",2021,"Arminia","Bundesliga","Stefan Ortega","GER","GK","27",1992,34,34,3060,34,52,1.53,170,118,72.4,9,8,17,11,32.4,6,5,1,0,16.7,"https://fbref.com/en/players/c1242d4e/Stefan-Ortega"
"5",2021,"Arsenal","Premier League","Rúnar Alex Rúnarsson","ISL","GK","25",1995,1,0,16,0.2,0,0,2,2,100,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/8fa8f8d2/Runar-Alex-Runarsson"
"6",2021,"Arsenal","Premier League","Bernd Leno","GER","GK","28",1992,35,35,3131,34.8,37,1.06,117,83,69.2,17,6,12,11,31.4,2,1,1,0,50,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
"7",2021,"Arsenal","Premier League","Mathew Ryan","AUS","GK","28",1992,3,3,270,3,2,0.67,10,8,90,1,1,1,1,33.3,1,1,0,0,0,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan"
"8",2021,"Aston Villa","Premier League","Emiliano Martínez","ARG","GK","27",1992,38,38,3420,38,46,1.21,186,133,78,16,7,15,15,39.5,6,5,1,0,16.7,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
"9",2021,"Atalanta","Serie A","Pierluigi Gollini","ITA","GK","25",1995,25,25,2156,24,26,1.09,65,38,66.2,14,8,3,9,36,6,4,2,0,33.3,"https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini"
"10",2021,"Atalanta","Serie A","Marco Sportiello","ITA","GK","28",1992,15,13,1261,14,21,1.5,47,25,57.4,9,1,3,2,15.4,2,1,1,0,50,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
"11",2021,"Athletic Club","La Liga","Jokin Ezkieta","ESP","GK","23",1996,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/0f7dbaf6/Jokin-Ezkieta"
"12",2021,"Athletic Club","La Liga","Unai Simón","ESP","GK","23",1997,37,37,3330,37,40,1.08,108,68,67.6,11,13,13,9,24.3,6,5,1,0,16.7,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
"13",2021,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","27",1993,38,38,3420,38,25,0.66,122,98,80.3,26,8,4,18,47.4,4,1,2,1,66.7,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
"14",2021,"Augsburg","Bundesliga","Rafał Gikiewicz","POL","GK","32",1987,34,34,3060,34,54,1.59,178,126,73,10,6,18,7,20.6,9,6,1,2,14.3,"https://fbref.com/en/players/17376543/Rafal-Gikiewicz"
"15",2021,"Barcelona","La Liga","Neto","BRA","GK","31",1989,7,7,630,7,6,0.86,24,18,83.3,3,2,2,3,42.9,2,2,0,0,0,"https://fbref.com/en/players/a9dc785c/Neto"
"16",2021,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","28",1992,31,31,2790,31,32,1.03,106,76,72.6,21,5,5,11,35.5,3,3,0,0,0,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
"17",2021,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","34",1986,33,33,2970,33,42,1.27,123,80,66.7,24,5,4,9,27.3,3,1,1,1,50,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
"18",2021,"Bayern Munich","Bundesliga","Alexander Nübel","GER","GK","23",1996,1,1,90,1,2,2,4,2,50,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/afb0c500/Alexander-Nubel"
"19",2021,"Benevento","Serie A","Niccolò Manfredini","ITA","GK","32",1988,1,1,90,1,1,1,5,4,80,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e4b39692/Niccolo-Manfredini"
"20",2021,"Benevento","Serie A","Lorenzo Montipò","ITA","GK","24",1996,37,37,3330,37,74,2,172,103,59.3,7,11,19,7,18.9,5,4,1,0,20,"https://fbref.com/en/players/c1d95617/Lorenzo-Montipo"
"21",2021,"Betis","La Liga","Claudio Bravo","CHI","GK","37",1983,20,20,1800,20,25,1.25,75,50,72,8,8,4,7,35,5,4,1,0,20,"https://fbref.com/en/players/10072610/Claudio-Bravo"
"22",2021,"Betis","La Liga","Joel Robles","ESP","GK","30",1990,18,18,1620,18,25,1.39,61,37,65.6,9,2,7,6,33.3,5,4,1,0,20,"https://fbref.com/en/players/cda0b317/Joel-Robles"
"23",2021,"Bologna","Serie A","Angelo da Costa Júnior","BRA","GK","36",1983,6,6,540,6,9,1.5,27,18,70.4,0,5,1,1,16.7,1,1,0,0,0,"https://fbref.com/en/players/18736214/Angelo-da-Costa-Junior"
"24",2021,"Bologna","Serie A","Federico Ravaglia","ITA","GK","20",1999,4,4,360,4,10,2.5,19,10,52.6,0,1,3,0,0,1,1,0,0,0,"https://fbref.com/en/players/6662d731/Federico-Ravaglia"
"25",2021,"Bologna","Serie A","Łukasz Skorupski","POL","GK","29",1991,28,28,2520,28,46,1.64,147,100,72.1,10,5,13,4,14.3,7,5,2,0,28.6,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
"26",2021,"Bordeaux","Ligue 1","Benoît Costil","FRA","GK","33",1987,38,38,3420,38,56,1.47,156,100,68.6,13,6,19,14,36.8,8,7,1,0,12.5,"https://fbref.com/en/players/2434f24a/Benoit-Costil"
"27",2021,"Brest","Ligue 1","Sébastien Cibois","FRA","GK","22",1998,3,3,270,3,4,1.33,11,7,72.7,1,1,1,1,33.3,1,1,0,0,0,"https://fbref.com/en/players/2b9b37b2/Sebastien-Cibois"
"28",2021,"Brest","Ligue 1","Gautier Larsonneur","FRA","GK","23",1997,35,35,3150,35,62,1.77,169,108,68,10,7,18,6,17.1,10,8,1,1,11.1,"https://fbref.com/en/players/b49729cb/Gautier-Larsonneur"
"29",2021,"Brighton","Premier League","Mathew Ryan","AUS","GK","28",1992,11,11,990,11,19,1.73,34,16,55.9,2,4,5,2,18.2,4,4,0,0,0,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan"
"30",2021,"Brighton","Premier League","Robert Sánchez","ESP","GK","22",1997,27,27,2430,27,27,1,91,65,72.5,7,10,10,10,37,3,2,0,1,0,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
"31",2021,"Burnley","Premier League","Will Norris","ENG","GK","26",1993,2,2,180,2,4,2,6,2,33.3,0,0,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/c73ada83/Will-Norris"
"32",2021,"Burnley","Premier League","Bailey Peacock-Farrell","NIR","GK","23",1996,4,4,360,4,14,3.5,24,10,41.7,0,0,4,0,0,0,0,0,0,NA,"https://fbref.com/en/players/4879f8cb/Bailey-Peacock-Farrell"
"33",2021,"Burnley","Premier League","Nick Pope","ENG","GK","28",1992,32,32,2880,32,37,1.16,149,113,77.2,10,9,13,11,34.4,3,3,0,0,0,"https://fbref.com/en/players/4b40d9ca/Nick-Pope"
"34",2021,"Cagliari","Serie A","Alessio Cragno","ITA","GK","26",1994,34,34,3060,34,53,1.56,182,129,73.6,6,10,18,6,17.6,5,5,0,0,0,"https://fbref.com/en/players/f554e29b/Alessio-Cragno"
"35",2021,"Cagliari","Serie A","Guglielmo Vicario","ITA","GK","23",1996,4,4,360,4,6,1.5,21,15,71.4,3,0,1,1,25,0,0,0,0,NA,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
"36",2021,"Celta Vigo","La Liga","Rubén Blanco","ESP","GK","25",1995,19,19,1637,18.2,27,1.48,61,34,57.4,7,6,6,4,21.1,1,1,0,0,0,"https://fbref.com/en/players/967f34d3/Ruben-Blanco"
"37",2021,"Celta Vigo","La Liga","Iván Villar","ESP","GK","23",1997,21,19,1781,19.8,30,1.52,77,47,68.8,7,5,7,5,26.3,7,6,1,0,14.3,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
"38",2021,"Chelsea","Premier League","Kepa Arrizabalaga","ESP","GK","25",1994,7,6,585,6.5,8,1.23,23,15,69.6,2,2,2,2,33.3,1,1,0,0,0,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga"
"39",2021,"Chelsea","Premier League","Willy Caballero","ARG","GK","38",1981,1,1,90,1,3,3,3,0,0,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/a179d516/Willy-Caballero"
"40",2021,"Chelsea","Premier League","Edouard Mendy","SEN","GK","28",1992,31,31,2745,30.5,25,0.82,81,56,71.6,17,7,7,16,51.6,3,2,1,0,33.3,"https://fbref.com/en/players/33887998/Edouard-Mendy"
"41",2021,"Crotone","Serie A","Alex Cordaz","ITA","GK","37",1983,36,36,3240,36,91,2.53,207,118,58.5,6,3,27,2,5.6,5,5,0,0,0,"https://fbref.com/en/players/e66ebabb/Alex-Cordaz"
"42",2021,"Crotone","Serie A","Gian Crespi","ITA","GK","19",2001,1,1,90,1,0,0,1,1,100,0,1,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/4dea2f2c/Gian-Crespi"
"43",2021,"Crotone","Serie A","Marco Festa","ITA","GK","28",1992,1,1,90,1,1,1,8,7,87.5,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/c195ae4a/Marco-Festa"
"44",2021,"Crystal Palace","Premier League","Jack Butland","ENG","GK","27",1993,1,1,90,1,2,2,5,3,60,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/cc70a1d5/Jack-Butland"
"45",2021,"Crystal Palace","Premier League","Vicente Guaita","ESP","GK","33",1987,37,37,3330,37,64,1.73,169,104,63.9,11,8,18,8,21.6,4,3,1,0,25,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
"46",2021,"Cádiz","La Liga","Alberto Cifuentes","ESP","GK","41",1979,2,2,180,2,3,1.5,6,2,50,1,0,1,1,50,0,0,0,0,NA,"https://fbref.com/en/players/94084f83/Alberto-Cifuentes"
"47",2021,"Cádiz","La Liga","David Gil","ESP","GK","26",1994,4,4,360,4,10,2.5,17,7,47.1,0,1,3,0,0,1,1,0,0,0,"https://fbref.com/en/players/fea23125/David-Gil"
"48",2021,"Cádiz","La Liga","Jeremías Ledesma","ARG","GK","27",1993,32,32,2880,32,45,1.41,127,82,70.9,10,10,12,9,28.1,9,8,1,0,11.1,"https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma"
"49",2021,"Dijon","Ligue 1","Saturnin Allagbé","BEN","GK","26",1993,12,12,1080,12,30,2.5,66,36,56.1,2,2,8,3,25,3,1,1,1,50,"https://fbref.com/en/players/b052b8bf/Saturnin-Allagbe"
"50",2021,"Dijon","Ligue 1","Alfred Gomis","SEN","GK","26",1993,5,5,450,5,10,2,31,22,77.4,0,1,4,0,0,3,3,0,0,0,"https://fbref.com/en/players/cecbce23/Alfred-Gomis"
"51",2021,"Dijon","Ligue 1","Anthony Racioppi","SUI","GK","21",1998,21,21,1890,21,33,1.57,93,59,67.7,2,6,13,3,14.3,4,3,1,0,25,"https://fbref.com/en/players/abc06eb3/Anthony-Racioppi"
"52",2021,"Dortmund","Bundesliga","Roman Bürki","SUI","GK","29",1990,19,18,1665,18.5,30,1.62,92,62,71.7,9,2,7,4,22.2,4,4,0,0,0,"https://fbref.com/en/players/9d12e142/Roman-Burki"
"53",2021,"Dortmund","Bundesliga","Marwin Hitz","SUI","GK","32",1987,16,16,1395,15.5,16,1.03,44,29,68.2,11,2,3,7,43.8,2,2,0,0,0,"https://fbref.com/en/players/2e7ff968/Marwin-Hitz"
"54",2021,"Eibar","La Liga","Marko Dmitrović","SRB","GK","28",1992,35,35,3120,34.7,49,1.41,129,79,64.3,6,11,18,9,25.7,5,3,1,1,25,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
"55",2021,"Eibar","La Liga","Yoel","ESP","GK","31",1988,4,3,300,3.3,3,0.9,6,3,50,0,1,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/61bb7498/Yoel"
"56",2021,"Eint Frankfurt","Bundesliga","Elias Bördner","GER","GK","18",2002,1,1,90,1,1,1,6,5,83.3,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/8758ddf4/Elias-Bordner"
"57",2021,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","30",1990,33,33,2970,33,52,1.58,150,99,68,15,12,6,4,12.1,6,4,1,1,20,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
"58",2021,"Elche","La Liga","Édgar Badía","ESP","GK","28",1992,30,30,2700,30,46,1.53,141,92,70.9,5,11,14,5,16.7,9,5,3,1,37.5,"https://fbref.com/en/players/e4346678/Edgar-Badia"
"59",2021,"Elche","La Liga","Paulo Gazzaniga","ARG","GK","28",1992,8,8,720,8,9,1.13,22,14,63.6,3,1,4,2,25,1,1,0,0,0,"https://fbref.com/en/players/63d17038/Paulo-Gazzaniga"
"60",2021,"Everton","Premier League","Robin Olsen","SWE","GK","30",1990,7,7,630,7,9,1.29,30,21,73.3,2,3,2,2,28.6,1,1,0,0,0,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
"61",2021,"Everton","Premier League","Jordan Pickford","ENG","GK","26",1994,31,31,2742,30.5,39,1.28,128,90,71.1,15,5,11,10,32.3,3,2,0,1,0,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
"62",2021,"Everton","Premier League","João Virgínia","POR","GK","20",1999,1,0,48,0.5,0,0,3,3,100,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/728e9b2e/Joao-Virginia"
"63",2021,"Fiorentina","Serie A","Bartłomiej Drągowski","POL","GK","22",1997,36,36,3148,35,55,1.57,141,85,66.7,9,12,15,7,19.4,10,8,2,0,20,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
"64",2021,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","30",1990,4,2,272,3,4,1.32,11,7,63.6,0,1,1,2,100,1,0,1,0,100,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
"65",2021,"Freiburg","Bundesliga","Mark Flekken","NED","GK","27",1993,3,3,270,3,6,2,18,12,77.8,1,1,1,0,0,3,2,0,1,0,"https://fbref.com/en/players/a92ab7be/Mark-Flekken"
"66",2021,"Freiburg","Bundesliga","Florian Müller","GER","GK","22",1997,31,31,2790,31,46,1.48,157,112,72,11,8,12,6,19.4,3,2,1,0,33.3,"https://fbref.com/en/players/cbac6ec9/Florian-Muller"
"67",2021,"Fulham","Premier League","Alphonse Areola","FRA","GK","27",1993,36,36,3240,36,48,1.33,161,114,73.9,5,13,18,9,25,6,6,0,0,0,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"68",2021,"Fulham","Premier League","Marek Rodák","SVK","GK","23",1996,2,2,180,2,5,2.5,9,4,55.6,0,0,2,0,0,1,1,0,0,0,"https://fbref.com/en/players/17acc2ed/Marek-Rodak"
"69",2021,"Genoa","Serie A","Federico Marchetti","ITA","GK","37",1983,4,4,334,3.7,11,2.96,18,7,38.9,0,1,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/f794b426/Federico-Marchetti"
"70",2021,"Genoa","Serie A","Alberto Paleari","ITA","GK","27",1992,3,2,206,2.3,3,1.31,12,9,75,1,0,1,1,50,0,0,0,0,NA,"https://fbref.com/en/players/94a3606c/Alberto-Paleari"
"71",2021,"Genoa","Serie A","Mattia Perin","ITA","GK","27",1992,32,32,2879,32,44,1.38,158,116,76.6,9,11,12,8,25,7,7,0,0,0,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"72",2021,"Getafe","La Liga","David Soria","ESP","GK","27",1993,28,28,2520,28,31,1.11,81,52,69.1,6,8,14,10,35.7,7,6,1,0,14.3,"https://fbref.com/en/players/8f8c6934/David-Soria"
"73",2021,"Getafe","La Liga","Rubén Yáñez","ESP","GK","26",1993,10,10,900,10,12,1.2,30,18,63.3,3,3,4,4,40,1,1,0,0,0,"https://fbref.com/en/players/039ae103/Ruben-Yanez"
"74",2021,"Gladbach","Bundesliga","Tobias Sippel","GER","GK","32",1988,4,3,344,3.8,6,1.57,19,13,68.4,1,1,1,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/0d8a37c2/Tobias-Sippel"
"75",2021,"Gladbach","Bundesliga","Yann Sommer","SUI","GK","31",1988,31,31,2712,30.1,50,1.66,132,82,66.7,12,9,10,6,19.4,6,6,0,0,0,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
"76",2021,"Granada","La Liga","Ángel","ESP","GK","18",2002,1,1,90,1,2,2,9,6,88.9,0,0,1,0,0,2,1,1,0,50,"https://fbref.com/en/players/b1e5bbec/Angel"
