"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"904",2025,"Fulham","Premier League","Bernd Leno","GER","GK","33-071",1992,36,36,3240,36,50,1.39,149,101,67.8,14,9,13,5,13.9,2,2,0,0,0,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
"905",2025,"Genoa","Serie A","Pierluigi Gollini","ITA","GK","30-057",1995,7,7,630,7,15,2.14,32,16,62.5,1,2,4,1,14.3,4,3,1,0,25,"https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini"
"906",2025,"Genoa","Serie A","Nicola Leali","ITA","GK","32-086",1993,28,28,2520,28,28,1,105,79,76.2,8,10,10,10,35.7,4,3,1,0,25,"https://fbref.com/en/players/5f9970a0/Nicola-Leali"
"907",2025,"Genoa","Serie A","Benjamin Siegrist","SUI","GK","33-103",1992,1,1,90,1,2,2,10,8,80,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/46912ffe/Benjamin-Siegrist"
"908",2025,"Getafe","La Liga","David Soria","ESP","GK","32-040",1993,35,35,3150,35,34,0.97,115,80,77.4,10,9,16,9,25.7,9,8,1,0,11.1,"https://fbref.com/en/players/8f8c6934/David-Soria"
"909",2025,"Girona","La Liga","Paulo Gazzaniga","ARG","GK","33-132",1992,36,36,3195,35.5,51,1.44,143,90,65.7,11,8,17,8,22.2,5,2,3,0,60,"https://fbref.com/en/players/63d17038/Paulo-Gazzaniga"
"910",2025,"Girona","La Liga","Pau López","ESP","GK","30-152",1994,1,0,45,0.5,2,4,3,1,33.3,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/20b9f052/Pau-Lopez"
"911",2025,"Gladbach","Bundesliga","Tiago Cardoso","LUX","GK","19-037",2006,5,4,380,4.2,3,0.71,23,20,87,2,1,1,2,50,0,0,0,0,NA,"https://fbref.com/en/players/79268b9c/Tiago-Cardoso"
"912",2025,"Gladbach","Bundesliga","Moritz Nicolas","GER","GK","27-205",1997,19,19,1639,18.2,25,1.37,92,69,78.3,9,4,6,4,21.1,5,5,0,0,0,"https://fbref.com/en/players/226ddf9d/Moritz-Nicolas"
"913",2025,"Gladbach","Bundesliga","Jonas Omlin","SUI","GK","31-124",1994,11,10,888,9.9,25,2.53,66,40,65.2,2,1,7,1,10,3,2,1,0,33.3,"https://fbref.com/en/players/c631f952/Jonas-Omlin"
"914",2025,"Gladbach","Bundesliga","Tobias Sippel","GER","GK","37-053",1988,1,0,59,0.7,3,4.58,4,1,25,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/0d8a37c2/Tobias-Sippel"
"915",2025,"Heidenheim","Bundesliga","Frank Feller","GER","GK","21-127",2004,2,1,121,1.3,0,0,2,2,100,1,0,0,2,200,0,0,0,0,NA,"https://fbref.com/en/players/ccd0981f/Frank-Feller"
"916",2025,"Heidenheim","Bundesliga","Kevin Müller","GER","GK","34-060",1991,32,32,2849,31.7,60,1.9,163,103,66.3,7,5,20,7,21.9,5,5,0,0,0,"https://fbref.com/en/players/f256f213/Kevin-Muller"
"917",2025,"Hellas Verona","Serie A","Lorenzo Montipò","ITA","GK","29-083",1996,35,35,3150,35,63,1.8,156,93,60.9,9,6,20,8,22.9,4,2,1,1,33.3,"https://fbref.com/en/players/c1d95617/Lorenzo-Montipo"
"918",2025,"Hellas Verona","Serie A","Simone Perilli","ITA","GK","30-127",1995,1,1,90,1,1,1,6,5,83.3,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/b9e11c1d/Simone-Perilli"
"919",2025,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","34-346",1990,27,27,2430,27,49,1.81,133,83,64.7,6,8,13,4,14.8,5,2,3,0,60,"https://fbref.com/en/players/47064058/Oliver-Baumann"
"920",2025,"Hoffenheim","Bundesliga","Luca Philipp","GER","GK","24-167",2000,6,6,540,6,15,2.5,35,21,60,1,3,2,0,0,1,1,0,0,0,"https://fbref.com/en/players/eb3e717e/Luca-Philipp"
"921",2025,"Holstein Kiel","Bundesliga","Thomas Dähne","GER","GK","31-130",1994,8,8,720,8,16,2,49,33,69.4,2,2,4,0,0,2,1,1,0,50,"https://fbref.com/en/players/f194035d/Thomas-Dahne"
"922",2025,"Holstein Kiel","Bundesliga","Timon Weiner","GER","GK","26-116",1999,25,25,2250,25,61,2.44,140,81,59.3,4,5,16,2,8,4,4,0,0,0,"https://fbref.com/en/players/1fb2d1b0/Timon-Weiner"
"923",2025,"Inter","Serie A","Josep Martinez","ESP","GK","26-352",1998,5,5,450,5,3,0.6,14,11,78.6,4,1,0,3,60,0,0,0,0,NA,"https://fbref.com/en/players/11d8aff0/Josep-Martinez"
"924",2025,"Inter","Serie A","Yann Sommer","SUI","GK","36-148",1988,31,31,2790,31,30,0.97,108,78,74.1,19,7,5,12,38.7,3,2,1,0,33.3,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
"925",2025,"Ipswich Town","Premier League","Arijanet Muric","KVX","GK","26-188",1998,18,18,1620,18,33,1.83,100,67,70,2,6,10,1,5.6,3,3,0,0,0,"https://fbref.com/en/players/99aa1a84/Arijanet-Muric"
"926",2025,"Ipswich Town","Premier League","Alex Palmer","ENG","GK","28-277",1996,12,12,1080,12,28,2.33,68,42,60.3,1,3,8,0,0,1,1,0,0,0,"https://fbref.com/en/players/6ea97fd5/Alex-Palmer"
"927",2025,"Ipswich Town","Premier League","Christian Walton","ENG","GK","29-186",1995,6,6,540,6,16,2.67,33,17,57.6,1,1,4,1,16.7,2,2,0,0,0,"https://fbref.com/en/players/c666574f/Christian-Walton"
"928",2025,"Juventus","Serie A","Michele Di Gregorio","ITA","GK","27-291",1997,31,31,2790,31,30,0.97,96,66,74,14,13,4,13,41.9,5,5,0,0,0,"https://fbref.com/en/players/4e0c8d66/Michele-Di-Gregorio"
"929",2025,"Juventus","Serie A","Mattia Perin","ITA","GK","32-185",1992,5,5,450,5,3,0.6,16,13,81.3,2,3,0,3,60,0,0,0,0,NA,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"930",2025,"Las Palmas","La Liga","Jasper Cillessen","NED","GK","36-022",1989,27,27,2335,25.9,42,1.62,128,85,70.3,6,8,13,3,11.1,8,4,3,1,42.9,"https://fbref.com/en/players/04ac8285/Jasper-Cillessen"
"931",2025,"Las Palmas","La Liga","Dinko Horkaš","CRO","GK","26-065",1999,11,9,905,10.1,16,1.59,47,31,66,2,0,7,1,11.1,1,0,1,0,100,"https://fbref.com/en/players/8fafc04d/Dinko-Horkas"
"932",2025,"Lazio","Serie A","Christos Mandas","GRE","GK","23-239",2001,7,7,630,7,4,0.57,21,17,81,3,4,0,4,57.1,0,0,0,0,NA,"https://fbref.com/en/players/f794e9ab/Christos-Mandas"
"933",2025,"Lazio","Serie A","Ivan Provedel","ITA","GK","31-058",1994,29,29,2610,29,42,1.45,92,52,58.7,15,6,8,5,17.2,4,4,0,0,0,"https://fbref.com/en/players/277da414/Ivan-Provedel"
"934",2025,"Le Havre","Ligue 1","Arthur Desmas","FRA","GK","31-037",1994,18,18,1620,18,38,2.11,93,54,61.3,5,0,13,3,16.7,3,2,1,0,33.3,"https://fbref.com/en/players/e8c5dd4d/Arthur-Desmas"
"935",2025,"Le Havre","Ligue 1","Mathieu Gorgelin","FRA","GK","34-282",1990,15,15,1350,15,31,2.07,78,48,64.1,4,4,7,1,6.7,3,3,0,0,0,"https://fbref.com/en/players/4d3e9033/Mathieu-Gorgelin"
"936",2025,"Lecce","Serie A","Wladimiro Falcone","ITA","GK","30-032",1995,36,36,3240,36,58,1.61,170,114,70.6,6,10,20,7,19.4,10,8,1,1,11.1,"https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone"
"937",2025,"Leganés","La Liga","Marko Dmitrović","SRB","GK","33-110",1992,29,29,2610,29,46,1.59,138,94,71.7,6,11,12,8,27.6,8,7,0,1,0,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
"938",2025,"Leganés","La Liga","Juan Soriano","ESP","GK","27-264",1997,6,6,540,6,7,1.17,25,19,72,1,2,3,1,16.7,0,0,0,0,NA,"https://fbref.com/en/players/5512b1a9/Juan-Soriano"
"939",2025,"Leicester City","Premier League","Mads Hermansen","DEN","GK","24-307",2000,27,27,2385,26.5,58,2.19,155,99,64.5,3,6,18,1,3.7,4,3,1,0,25,"https://fbref.com/en/players/c924b17d/Mads-Hermansen"
"940",2025,"Leicester City","Premier League","Jakub Stolarczyk","POL","GK","24-146",2000,8,8,720,8,14,1.75,35,21,60,2,1,5,1,12.5,0,0,0,0,NA,"https://fbref.com/en/players/a4a76b3d/Jakub-Stolarczyk"
"941",2025,"Leicester City","Premier League","Danny Ward","WAL","GK","31-326",1993,2,1,135,1.5,6,4,10,4,40,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/d3ce0e89/Danny-Ward"
"942",2025,"Lens","Ligue 1","Hervé Koffi","BFA","GK","28-210",1996,5,5,450,5,8,1.6,26,18,76.9,1,0,4,0,0,2,2,0,0,0,"https://fbref.com/en/players/faf873a7/Herve-Koffi"
"943",2025,"Lens","Ligue 1","Mathew Ryan","AUS","GK","33-036",1992,13,13,1170,13,17,1.31,58,40,74.1,7,1,5,5,38.5,3,2,1,0,33.3,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan"
"944",2025,"Lens","Ligue 1","Brice Samba","FRA","GK","31-019",1994,15,15,1350,15,14,0.93,54,40,81.5,6,6,3,7,46.7,4,4,0,0,0,"https://fbref.com/en/players/60d90c55/Brice-Samba"
"945",2025,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","35-171",1989,28,28,2520,28,36,1.29,112,79,70.5,16,10,2,6,21.4,3,3,0,0,0,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
"946",2025,"Leverkusen","Bundesliga","Matej Kovar","CZE","GK","24-362",2000,5,5,450,5,5,1,16,12,68.8,3,1,1,3,60,0,0,0,0,NA,"https://fbref.com/en/players/bc67a0e1/Matej-Kovar"
"947",2025,"Lille","Ligue 1","Lucas Chevalier","FRA","GK","23-189",2001,33,33,2970,33,35,1.06,124,90,75,16,9,8,11,33.3,4,4,0,0,0,"https://fbref.com/en/players/b3d76d84/Lucas-Chevalier"
"948",2025,"Liverpool","Premier League","Alisson","BRA","GK","32-224",1992,26,26,2328,25.9,25,0.97,83,60,71.1,18,6,2,9,34.6,1,1,0,0,0,"https://fbref.com/en/players/7a2e46a8/Alisson"
"949",2025,"Liverpool","Premier League","Vitezslav Jaros","CZE","GK","23-295",2001,1,0,12,0.1,0,0,1,1,100,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/12bb4d6a/Vitezslav-Jaros"
"950",2025,"Liverpool","Premier League","Caoimhín Kelleher","IRL","GK","26-172",1998,10,10,900,10,12,1.2,37,24,67.6,7,2,1,4,40,1,0,1,0,100,"https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher"
"951",2025,"Lyon","Ligue 1","Rémy Descamps","FRA","GK","28-323",1996,1,1,90,1,2,2,6,4,66.7,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/477e50ce/Remy-Descamps"
"952",2025,"Lyon","Ligue 1","Lucas Perri","BRA","GK","27-155",1997,32,32,2880,32,44,1.37,157,113,73.9,16,6,10,9,28.1,3,3,0,0,0,"https://fbref.com/en/players/5dbd461a/Lucas-Perri"
"953",2025,"Mainz 05","Bundesliga","Lasse Rieß","GER","GK","23-291",2001,2,2,180,2,2,1,8,6,75,1,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/25877714/Lasse-Riess"
"954",2025,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","30-198",1994,31,31,2790,31,39,1.26,138,98,73.9,13,8,10,9,29,4,3,1,0,25,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
"955",2025,"Mallorca","La Liga","Dominik Greif","SVK","GK","28-038",1997,29,29,2610,29,32,1.1,104,73,71.2,11,7,11,6,20.7,2,2,0,0,0,"https://fbref.com/en/players/30061f53/Dominik-Greif"
"956",2025,"Mallorca","La Liga","Leo Román","ESP","GK","24-312",2000,6,6,540,6,8,1.33,37,29,81.1,2,1,3,2,33.3,1,1,0,0,0,"https://fbref.com/en/players/924ff27e/Leo-Roman"
"957",2025,"Manchester City","Premier League","Ederson","BRA","GK","31-270",1993,24,24,2140,23.8,25,1.05,73,49,68.5,14,4,6,9,37.5,2,2,0,0,0,"https://fbref.com/en/players/3bb7b8b4/Ederson"
"958",2025,"Manchester City","Premier League","Stefan Ortega","GER","GK","32-189",1992,13,12,1100,12.2,18,1.47,50,33,68,5,4,3,3,25,2,2,0,0,0,"https://fbref.com/en/players/c1242d4e/Stefan-Ortega"
"959",2025,"Manchester Utd","Premier League","Altay Bayındır","TUR","GK","27-030",1998,3,3,270,3,10,3.33,16,7,37.5,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/072e68ed/Altay-Bayindir"
"960",2025,"Manchester Utd","Premier League","André Onana","CMR","GK","29-042",1996,33,33,2970,33,43,1.3,129,86,69,10,9,14,9,27.3,4,3,1,0,25,"https://fbref.com/en/players/e9c0c1b2/Andre-Onana"
"961",2025,"Marseille","Ligue 1","Gerónimo Rulli","ARG","GK","32-359",1992,33,33,2970,33,45,1.36,132,86,68.2,19,5,9,5,15.2,6,3,3,0,50,"https://fbref.com/en/players/625c144a/Geronimo-Rulli"
"962",2025,"Milan","Serie A","Mike Maignan","FRA","GK","29-315",1995,35,35,3114,34.6,38,1.1,128,92,71.1,16,9,10,11,31.4,2,1,1,0,50,"https://fbref.com/en/players/fcb38f57/Mike-Maignan"
"963",2025,"Milan","Serie A","Marco Sportiello","ITA","GK","33-004",1992,2,1,126,1.4,2,1.43,6,4,66.7,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
"964",2025,"Monaco","Ligue 1","Philipp Köhn","SUI","GK","27-042",1998,18,18,1620,18,15,0.83,58,43,75.9,11,5,2,8,44.4,1,1,0,0,0,"https://fbref.com/en/players/ff74841d/Philipp-Kohn"
"965",2025,"Monaco","Ligue 1","Radosław Majecki","POL","GK","25-179",1999,15,15,1350,15,22,1.47,65,43,69.2,7,2,6,3,20,2,2,0,0,0,"https://fbref.com/en/players/20de219a/Radoslaw-Majecki"
"966",2025,"Montpellier","Ligue 1","Dimitry Bertaud","COD","GK","26-342",1998,3,3,270,3,8,2.67,16,8,56.3,1,0,2,0,0,1,1,0,0,0,"https://fbref.com/en/players/380a15e2/Dimitry-Bertaud"
"967",2025,"Montpellier","Ligue 1","Benjamin Lecomte","FRA","GK","34-018",1991,29,29,2610,29,66,2.28,167,103,64.1,3,4,22,1,3.4,7,6,1,0,14.3,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
"968",2025,"Monza","Serie A","Semuel Pizzignacco","ITA","GK","23-255",2001,7,6,564,6.3,12,1.91,28,16,57.1,1,2,3,1,16.7,0,0,0,0,NA,"https://fbref.com/en/players/4f537cf7/Semuel-Pizzignacco"
"969",2025,"Monza","Serie A","Stefano Turati","ITA","GK","23-251",2001,30,30,2676,29.7,52,1.75,145,93,65.5,2,7,21,2,6.7,4,2,2,0,50,"https://fbref.com/en/players/bf168004/Stefano-Turati"
"970",2025,"Nantes","Ligue 1","Patrik Carlgren","SWE","GK","33-126",1992,5,4,417,4.6,7,1.51,28,21,75,1,2,1,1,25,0,0,0,0,NA,"https://fbref.com/en/players/168c50c5/Patrik-Carlgren"
"971",2025,"Nantes","Ligue 1","Alban Lafont","FRA","GK","26-111",1999,12,12,1080,12,19,1.58,49,32,67.3,2,4,6,2,16.7,3,3,0,0,0,"https://fbref.com/en/players/4e7db402/Alban-Lafont"
"972",2025,"Nantes","Ligue 1","Anthony Lopes","POR","GK","34-225",1990,17,17,1473,16.4,26,1.59,71,46,69,4,6,7,2,11.8,5,4,0,1,0,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
"973",2025,"Napoli","Serie A","Elia Caprile","ITA","GK","23-262",2001,4,3,325,3.6,1,0.28,8,7,87.5,3,0,0,3,100,0,0,0,0,NA,"https://fbref.com/en/players/97d7afbd/Elia-Caprile"
"974",2025,"Napoli","Serie A","Alex Meret","ITA","GK","28-053",1997,32,32,2825,31.4,25,0.8,79,54,69.6,20,8,4,14,43.8,4,1,2,1,66.7,"https://fbref.com/en/players/9413b19f/Alex-Meret"
"975",2025,"Napoli","Serie A","Simone Scuffet","ITA","GK","28-348",1996,1,1,90,1,1,1,4,3,75,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/41bd99ea/Simone-Scuffet"
"976",2025,"Newcastle Utd","Premier League","Martin Dúbravka","SVK","GK","36-119",1989,10,10,900,10,12,1.2,41,29,70.7,7,0,3,5,50,0,0,0,0,NA,"https://fbref.com/en/players/3a949a25/Martin-Dubravka"
"977",2025,"Newcastle Utd","Premier League","Nick Pope","ENG","GK","33-025",1992,26,26,2340,26,33,1.27,110,78,70.9,13,6,7,8,30.8,2,1,1,0,50,"https://fbref.com/en/players/4b40d9ca/Nick-Pope"
"978",2025,"Nice","Ligue 1","Marcin Bułka","POL","GK","25-222",1999,33,33,2970,33,41,1.24,160,119,75.6,16,9,8,7,21.2,3,2,1,0,33.3,"https://fbref.com/en/players/db87a2c4/Marcin-Bulka"
"979",2025,"Nott'ham Forest","Premier League","Matz Sels","BEL","GK","33-077",1992,36,36,3240,36,44,1.22,158,114,74.1,18,8,10,13,36.1,3,3,0,0,0,"https://fbref.com/en/players/834b5c4c/Matz-Sels"
"980",2025,"Osasuna","La Liga","Aitor Fernández","ESP","GK","34-011",1991,1,1,90,1,0,0,5,5,100,0,1,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/a01c3d54/Aitor-Fernandez"
"981",2025,"Osasuna","La Liga","Sergio Herrera","ESP","GK","31-343",1993,34,34,3060,34,51,1.5,166,116,72.9,10,14,10,6,17.6,6,6,0,0,0,"https://fbref.com/en/players/a4995f48/Sergio-Herrera"
"982",2025,"Paris S-G","Ligue 1","Gianluigi Donnarumma","ITA","GK","26-078",1999,23,23,2001,22.2,24,1.08,72,48,68.1,17,5,1,4,17.4,1,1,0,0,0,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
"983",2025,"Paris S-G","Ligue 1","Matvei Safonov","RUS","GK","26-078",1999,10,9,879,9.8,9,0.92,25,17,72,7,1,1,3,33.3,2,2,0,0,0,"https://fbref.com/en/players/d97b252e/Matvei-Safonov"
"984",2025,"Paris S-G","Ligue 1","Arnau Tenas","ESP","GK","23-349",2001,1,1,90,1,1,1,4,3,75,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/30670b0e/Arnau-Tenas"
"985",2025,"Parma","Serie A","Leandro Chichizola","ARG","GK","35-048",1990,1,1,90,1,3,3,6,3,50,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/8d957256/Leandro-Chichizola"
"986",2025,"Parma","Serie A","Zion Suzuki","JPN","GK","22-266",2002,34,34,3060,34.8,51,1.5,144,95,68.1,6,14,15,6,17.6,5,5,0,0,0,"https://fbref.com/en/players/51e1f4f5/Zion-Suzuki"
"987",2025,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","35-008",1990,29,29,2541,28.2,36,1.28,130,93,73.8,12,11,6,14,48.3,3,2,1,0,33.3,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi"
"988",2025,"RB Leipzig","Bundesliga","Maarten Vandevoordt","BEL","GK","23-077",2002,6,4,429,4.8,9,1.89,21,12,57.1,1,1,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/f9e0c603/Maarten-Vandevoordt"
"989",2025,"Rayo Vallecano","La Liga","Augusto Batalla","ARG","GK","29-014",1996,29,29,2610,29,36,1.24,122,85,73.8,9,10,10,7,24.1,6,4,2,0,33.3,"https://fbref.com/en/players/fc627681/Augusto-Batalla"
"990",2025,"Rayo Vallecano","La Liga","Cárdenas","ESP","GK","28-047",1997,6,6,540,6,6,1,20,14,70,3,1,2,2,33.3,0,0,0,0,NA,"https://fbref.com/en/players/e1846dde/Cardenas"
"991",2025,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","33-003",1992,29,29,2610,29,28,0.97,102,75,75.5,19,6,4,11,37.9,3,3,0,0,0,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois"
"992",2025,"Real Madrid","La Liga","Fran","ESP","GK","19-324",2005,1,1,90,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/5e550a91/Fran"
"993",2025,"Real Madrid","La Liga","Andriy Lunin","UKR","GK","26-092",1999,5,5,450,5,7,1.4,18,11,61.1,4,0,1,2,40,0,0,0,0,NA,"https://fbref.com/en/players/3061e1ec/Andriy-Lunin"
"994",2025,"Real Sociedad","La Liga","Unai Marrero","ESP","GK","23-217",2001,1,1,90,1,1,1,4,3,75,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/f0fe87dc/Unai-Marrero"
"995",2025,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","30-051",1995,35,35,3150,35,41,1.17,125,83,71.2,12,7,16,13,37.1,6,5,1,0,16.7,"https://fbref.com/en/players/374ee424/Alex-Remiro"
"996",2025,"Reims","Ligue 1","Yehvann Diouf","FRA","GK","25-179",1999,33,33,2970,33,45,1.36,174,128,75.9,8,9,16,7,21.2,4,3,1,0,25,"https://fbref.com/en/players/eedea60b/Yehvann-Diouf"
"997",2025,"Rennes","Ligue 1","Gauthier Gallon","FRA","GK","32-021",1993,1,0,45,0.5,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/db3164e1/Gauthier-Gallon"
"998",2025,"Rennes","Ligue 1","Steve Mandanda","FRA","GK","40-047",1985,17,17,1485,16.5,23,1.39,51,29,58.8,6,2,9,6,35.3,3,2,1,0,33.3,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"999",2025,"Rennes","Ligue 1","Brice Samba","FRA","GK","31-019",1994,16,16,1440,16,23,1.44,77,53,70.1,7,0,9,5,31.3,1,0,1,0,100,"https://fbref.com/en/players/60d90c55/Brice-Samba"
"1000",2025,"Roma","Serie A","Mile Svilar","SRB","GK","25-260",1999,36,36,3240,36,34,0.94,144,111,79.2,18,9,9,15,41.7,4,4,0,0,0,"https://fbref.com/en/players/bcf5058a/Mile-Svilar"
"1001",2025,"Saint-Étienne","Ligue 1","Gautier Larsonneur","FRA","GK","28-080",1997,32,32,2880,32,74,2.31,198,124,69.2,7,6,19,4,12.5,15,13,2,0,13.3,"https://fbref.com/en/players/b49729cb/Gautier-Larsonneur"
"1002",2025,"Sevilla","La Liga","Álvaro Fernández","ESP","GK","27-031",1998,8,7,657,7.3,12,1.64,29,17,65.5,2,1,4,3,42.9,2,2,0,0,0,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez"
"1003",2025,"Sevilla","La Liga","Ørjan Nyland","NOR","GK","34-246",1990,29,29,2583,28.7,37,1.29,106,69,67.9,8,10,11,7,24.1,4,3,1,0,25,"https://fbref.com/en/players/bdedffac/Orjan-Nyland"
"1004",2025,"Southampton","Premier League","Joe Lumley","ENG","GK","30-088",1995,3,3,270,3,7,2.33,20,13,65,0,1,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/bdf3a08e/Joe-Lumley"
"1005",2025,"Southampton","Premier League","Alex McCarthy","ENG","GK","35-162",1989,5,5,450,5,13,2.6,37,24,70.3,0,0,5,0,0,2,2,0,0,0,"https://fbref.com/en/players/36c2ca73/Alex-McCarthy"
"1006",2025,"Southampton","Premier League","Aaron Ramsdale","ENG","GK","27-000",1998,28,28,2520,28,62,2.21,177,113,67.8,2,5,21,3,10.7,7,5,2,0,28.6,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
"1007",2025,"St. Pauli","Bundesliga","Ben Alexander Voll","GER","GK","24-156",2000,2,1,91,1,2,1.98,5,3,60,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/ee8ad906/Ben-Alexander-Voll"
"1008",2025,"St. Pauli","Bundesliga","Nikola Vasilj","BIH","GK","29-163",1995,32,32,2879,32,37,1.16,129,89,72.1,8,7,17,9,28.1,5,1,4,0,80,"https://fbref.com/en/players/f038585f/Nikola-Vasilj"
"1009",2025,"Strasbourg","Ligue 1","Karl-Johan Johnsson","SWE","GK","35-106",1990,3,3,270,3,6,2,22,16,77.3,1,1,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/a56bd2ee/Karl-Johan-Johnsson"
"1010",2025,"Strasbourg","Ligue 1","Đorđe Petrović","SRB","GK","25-218",1999,30,30,2700,30,35,1.17,142,108,78.9,15,8,7,10,33.3,6,5,1,0,16.7,"https://fbref.com/en/players/0cf321c8/Djordje-Petrovic"
"1011",2025,"Stuttgart","Bundesliga","Alexander Nübel","GER","GK","28-226",1996,33,33,2970,33,51,1.55,131,80,62.6,13,8,12,7,21.2,3,2,1,0,33.3,"https://fbref.com/en/players/afb0c500/Alexander-Nubel"
"1012",2025,"Torino","Serie A","Vanja Milinković-Savić","SRB","GK","28-083",1997,35,35,3150,35,39,1.11,164,123,77.4,10,14,11,10,28.6,6,2,4,0,66.7,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic"
"1013",2025,"Torino","Serie A","Alberto Paleari","ITA","GK","32-258",1992,1,1,90,1,3,3,7,4,57.1,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/94a3606c/Alberto-Paleari"
"1014",2025,"Tottenham","Premier League","Brandon Austin","ENG","GK","26-126",1999,1,1,90,1,2,2,4,2,50,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/5e253986/Brandon-Austin"
"1015",2025,"Tottenham","Premier League","Fraser Forster","ENG","GK","37-058",1988,7,7,630,7,15,2.14,42,27,69,1,2,4,1,14.3,2,2,0,0,0,"https://fbref.com/en/players/c3e39f12/Fraser-Forster"
"1016",2025,"Tottenham","Premier League","Antonín Kinský","CZE","GK","22-062",2003,5,5,450,5,9,1.8,25,18,64,1,0,4,1,20,0,0,0,0,NA,"https://fbref.com/en/players/b38ac6a4/Antonin-Kinsky"
"1017",2025,"Tottenham","Premier League","Guglielmo Vicario","ITA","GK","28-219",1996,23,23,2070,23,33,1.43,94,63,64.9,9,3,11,4,17.4,0,0,0,0,NA,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
"1018",2025,"Toulouse","Ligue 1","Álex Domínguez","ESP","GK","26-288",1998,1,0,19,0.2,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/f240be08/Alex-Dominguez"
"1019",2025,"Toulouse","Ligue 1","Kjetil Haug","NOR","GK","26-336",1998,6,5,498,5.5,7,1.27,16,9,56.3,2,2,1,1,20,0,0,0,0,NA,"https://fbref.com/en/players/d3ae48eb/Kjetil-Haug"
"1020",2025,"Toulouse","Ligue 1","Guillaume Restes","FRA","GK","20-064",2005,28,28,2453,27.3,34,1.25,86,54,61.6,8,7,13,8,28.6,2,1,1,0,50,"https://fbref.com/en/players/6b91b999/Guillaume-Restes"
"1021",2025,"Udinese","Serie A","Maduka Okoye","NGA","GK","25-259",1999,23,23,2070,23,35,1.52,92,60,66.3,6,4,13,4,17.4,5,4,0,1,0,"https://fbref.com/en/players/ab5c36dd/Maduka-Okoye"
